종목명,종목코드,소속,섹터,테마,AI수급점수,Quant점수,정성점수,정성보정치,점수모드,현재가,등락률,외인강도(%),연기금강도(%),투신강도(%),사모강도(%),외인연속,연기금연속,이격도(%),손바뀜(%),RSI,거래급증(%),거래대금(억),5일평균거래대금(억),20일평균거래대금(억),거래대금활력,추세상승,정배열,추세품질점수,MA5,MA10,MA20,음봉매집률,시가총액,PER,ROE,뉴스테마가점,뉴스톤계수,뉴스부정키워드수,테마가점완화,눌림목가감,눌림목신호,점수변화(안정화),신호신뢰도,신호등급,신호레짐,종목체급,연기금5일강도(%),연기금10일강도(%),기관10일동행강도(%),수급흡수율,수급지속일수,외인5일강도(%),외인10일강도(%),투신5일강도(%),사모5일강도(%),외인5일매수일수,연기금5일매수일수,5일수익률,20일수익률,20일고점낙폭,20일전고점돌파율,수급품질점수,주도주점수,기관동행점수,체급별수급점수,핵심수급주체,핵심수급상태,체급별수급사유,시장대비5일(%p),시장대비20일(%p),V5주도성점수,V5주도성사유,V5진입상태,V5진입확인,V5진입품질,V5진입사유,V5종합점수,시장위험레버,진입유형,전략슬리브,스윙우선순위,진입코멘트,매도점검,V5추천상태,V5추천사유,매수후보
에스에이엠티,31330,KOSDAQ,분류안됨,분류안됨,23.93,15,42.19,-3.12,상승장 (보수적 반영),8320.0,-0.3592814371257469,0.2300866394207735,0.0,-0.0523515448864788,-0.045990672528435,0,0,103.5,1.6,57.4,104.0,27.6,26.8,28.2,0.95,True,True,100.0,8090.0,8053.0,8040.5,0.0,8319.003592814372,0.0,0.0,0.0,0.35,1,0.0,1.1,대기,-8.0,27.67,Low,RiskOn,소형,0.0,0.0,-0.0047,-0.0659,2,-0.0403,0.043,-0.0008,-0.0014,2,0,5.583756345177671,6.803594351732989,-0.3592814371257469,-0.3592814371257469,0.0,41.85,0.12,0.0,연기금,미확인,"소형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 0, 지속성 0",7.06,5.7,64.65,"시장대비 5일 +7.1%p·20일 +5.7%p, 거래대금 상위 12%, 추세 100",돌파대기,False,40.0,"돌파대기: 20일 +6.8%, 고점대비 -0.4%, MA20 이격 +3.5%, 거래대금 0.95배",27.85,RiskOn,관찰,관찰,14.48,추가 확인 필요,보유/관찰,제외,연기금 수급 0.0 · 주도성 64.7 · 돌파대기,관찰
TIME 글로벌AI인공지능액티브,456600,KOSPI,분류안됨,분류안됨,17.24,35,42.19,-3.12,상승장 (보수적 반영),59780.0,1.6493793572521789,0.0524481493817218,0.0,0.0247675481284241,0.0,0,0,104.8,1.7,64.1,173.4,109.1,71.6,84.8,0.84,True,True,100.0,57483.0,57138.5,57055.25,0.0,21449.035538173783,0.0,0.0,0.0,0.35,1,0.0,1.1,대기,8.0,28.83,Medium,RiskOn,중형,0.0,0.0,0.1032,0.2655,3,0.0037,-0.0271,0.1031,0.0,2,0,8.07195155021243,6.247222962765475,0.0,1.6493793572521787,8.47,53.33,2.14,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 64, 지속성 0",9.55,5.14,70.46,"시장대비 5일 +9.6%p·20일 +5.1%p, 거래대금 상위 34%, 추세 100",돌파대기,False,60.0,"돌파대기: 20일 +6.2%, 고점대비 +0.0%, MA20 이격 +4.8%, 거래대금 0.84배",32.88,RiskOn,관찰,관찰,14.15,추가 확인 필요,보유/관찰,제외,연기금 수급 0.0 · 주도성 70.5 · 돌파대기,관찰
유진테크,84370,KOSDAQ,분류안됨,분류안됨,39.36,42,51.67,0.67,상승장 (보수적 반영),141000.0,2.1739130434782705,-1.0534019745305208,-0.4047861132939701,1.728201540306043,-0.1806305565124252,2,1,103.5,2.6,53.1,116.6,186.5,170.2,186.9,0.91,True,False,60.0,136940.0,137140.0,136255.0,0.602,32311.478260869568,28.73,9.81,0.0,0.35,1,0.0,1.1,대기,3.29,28.11,High,RiskOn,중형,-0.061,-0.1369,1.5643,-0.1536,2,0.0665,-1.7724,-0.0521,-0.009,3,2,6.656580937972767,3.905674281503324,-2.892561983471076,-2.892561983471076,4.0,39.47,8.45,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 0, 지속성 40",8.14,2.8,62.54,"시장대비 5일 +8.1%p·20일 +2.8%p, 거래대금 상위 54%, 추세 60",눌림대기,False,83.33,"눌림대기: 20일 +3.9%, 고점대비 -2.9%, MA20 이격 +3.5%, 거래대금 0.91배",34.56,RiskOn,관찰,관찰,13.68,기관 동행 · 정배열 확인 전,수급훼손,제외,연기금 수급 0.0 · 주도성 62.5 · 눌림대기,관찰
다우기술,23590,KOSPI,분류안됨,분류안됨,13.8,11,57.39,2.96,상승장 (보수적 반영),39400.0,0.5102040816326481,-0.0335134718801829,0.095872086662981,0.098710818213801,0.0111613681291987,1,0,100.7,0.4,53.1,35.3,5.9,12.4,16.0,0.78,True,True,100.0,39710.0,39545.0,39107.5,0.2064,17054.571428571428,2.29,15.95,0.0,0.35,1,0.0,-0.3,회피,-0.34,32.49,Low,RiskOn,중형,0.0,0.0925,0.1937,0.2591,5,-0.0299,-0.0049,0.0391,0.0002,1,0,-4.252733900364525,3.2765399737876733,-4.252733900364525,-4.252733900364525,15.85,47.38,4.81,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 38, 투신·사모 42, 지속성 0",-2.77,2.17,35.07,"시장대비 5일 -2.8%p·20일 +2.2%p, 거래대금 상위 7%, 추세 100",눌림대기,False,83.33,"눌림대기: 20일 +3.3%, 고점대비 -4.3%, MA20 이격 +0.7%, 거래대금 0.78배",25.51,RiskOn,관찰,관찰,13.47,연기금 10일 순매수,보유/관찰,제외,연기금 수급 0.0 · 주도성 35.1 · 눌림대기,관찰
파두,440110,KOSDAQ,분류안됨,분류안됨,24.66,30,42.39,-3.04,상승장 (보수적 반영),65500.0,7.377049180327866,-2.2409734257645018,0.0568759022415282,3.235322345781773,0.0061825804258796,1,0,100.0,2.6,52.3,81.8,169.1,168.6,282.1,0.6,False,False,60.0,62180.0,66450.0,65475.0,0.0,32821.94262295082,-39.95,-131.08,0.0,0.35,1,0.0,1.1,대기,7.92,29.51,Medium,RiskOn,중형,0.0,0.0,3.295,0.0271,2,-0.1007,-2.9024,0.0729,0.0007,2,0,8.443708609271528,5.645161290322576,-17.402269861286257,-17.402269861286257,0.86,40.97,12.52,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 57, 지속성 0",9.92,4.54,62.3,"시장대비 5일 +9.9%p·20일 +4.5%p, 거래대금 상위 64%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 +5.6%, 고점대비 -17.4%, MA20 이격 +0.0%, 거래대금 0.60배",21.04,RiskOn,관찰,관찰,12.86,기관 동행 · 정배열 확인 전,추세훼손,제외,연기금 수급 0.0 · 주도성 62.3 · 조건미충족,관찰
LS,6260,KOSPI,분류안됨,분류안됨,25.19,28,47.99,-0.8,상승장 (보수적 반영),323000.0,-0.7680491551459334,0.1991736326109391,0.0322872558942605,0.1295914156148289,0.0360948737794713,0,1,104.4,1.6,60.2,93.2,285.4,314.8,334.7,0.94,True,False,60.0,311900.0,314500.0,309250.0,0.0,100776.0,23.74,5.65,0.0,0.35,1,0.0,1.1,대기,7.25,28.91,Medium,RiskOn,대형,0.0268,0.0416,0.2557,0.0491,3,-0.1305,-0.0332,0.0419,0.0128,2,2,3.5256410256410353,11.95840554592722,-2.1212121212121238,-2.1212121212121238,20.56,65.53,7.37,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 38, 투신·사모 49, 지속성 40",5.01,10.85,71.21,"시장대비 5일 +5.0%p·20일 +10.8%p, 거래대금 상위 68%, 추세 60",눌림대기,False,83.33,"눌림대기: 20일 +12.0%, 고점대비 -2.1%, MA20 이격 +4.4%, 거래대금 0.94배",37.22,RiskOn,관찰,관찰,12.72,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,제외,외국인 수급 0.0 · 주도성 71.2 · 눌림대기,관찰
씨어스,458870,KOSDAQ,분류안됨,분류안됨,19.46,15,54.19,1.68,상승장 (보수적 반영),24400.0,-1.810865191146882,-0.500833092875098,-0.0418514341358859,0.2063177644126543,-0.0447068039217457,0,0,108.5,1.5,68.2,93.6,28.7,27.9,32.7,0.85,True,True,100.0,23870.0,23645.0,22492.5,0.0,9355.460764587526,21.14,52.78,0.0,0.35,1,0.0,0.0,대기,-6.48,29.11,Medium,RiskOn,소형,-0.0128,0.0077,0.4502,0.0502,1,-0.0911,-0.5272,0.0122,0.0636,2,1,2.5210084033613356,15.914489311163905,-1.810865191146882,-1.810865191146882,0.0,38.52,1.28,0.0,연기금,미확인,"소형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 58, 지속성 20",4.0,14.81,72.76,"시장대비 5일 +4.0%p·20일 +14.8%p, 거래대금 상위 15%, 추세 100",눌림대기,False,50.0,"눌림대기: 20일 +15.9%, 고점대비 -1.8%, MA20 이격 +8.5%, 거래대금 0.85배",33.38,RiskOn,관찰,관찰,12.34,연기금 10일 순매수,보유/관찰,제외,연기금 수급 0.0 · 주도성 72.8 · 눌림대기,관찰
우리기술,32820,KOSDAQ,분류안됨,분류안됨,32.23,35,42.19,-3.12,상승장 (보수적 반영),13430.0,-3.172314347512617,-2.542840441071996,0.1029019588323689,-0.0943338971940185,0.0518978820040208,0,0,107.5,14.6,55.5,115.0,755.8,678.6,953.3,0.71,True,False,60.0,13352.0,13539.0,12490.0,0.0,23204.7548666186,-365.0,0.67,0.0,0.35,1,0.0,0.6,대기,0.58,28.79,Medium,RiskOn,중형,0.0345,0.1043,0.0533,-0.0938,1,-0.7768,-0.9775,0.0033,-0.0347,1,2,-3.0324909747292406,13.813559322033896,-8.01369863013699,-8.01369863013699,4.0,62.25,2.11,25.89,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 50, 투신·사모 0, 지속성 40",-1.55,12.71,62.1,"시장대비 5일 -1.6%p·20일 +12.7%p, 거래대금 상위 89%, 추세 60",눌림대기,False,66.67,"눌림대기: 20일 +13.8%, 고점대비 -8.0%, MA20 이격 +7.5%, 거래대금 0.71배",42.6,RiskOn,관찰,관찰,11.8,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,제외,연기금 수급 25.9 · 주도성 62.1 · 눌림대기,관찰
하나머티리얼즈,166090,KOSDAQ,분류안됨,분류안됨,8.74,5,51.19,0.48,상승장 (보수적 반영),57100.0,2.51346499102334,2.6562364140377888,-0.2161848957796779,-2.7278918742297464,0.4393217141012532,0,0,108.5,2.5,56.8,104.9,59.2,57.4,86.8,0.66,True,True,100.0,54380.0,53350.0,52617.5,0.0,11292.88330341113,16.94,9.39,0.0,0.35,1,0.0,0.0,대기,-7.61,22.06,Low,RiskOn,중형,0.0885,0.0666,-1.7621,0.35,3,-0.2015,2.0071,0.0146,0.2666,0,1,12.180746561886057,12.180746561886057,0.0,2.5134649910233398,13.7,45.2,5.89,33.65,연기금,유지,"중형주 핵심 연기금, 외국인 79, 연기금 60, 투신·사모 85, 지속성 20",13.66,11.07,80.43,"시장대비 5일 +13.7%p·20일 +11.1%p, 거래대금 상위 35%, 추세 100",돌파대기,False,60.0,"돌파대기: 20일 +12.2%, 고점대비 +0.0%, MA20 이격 +8.5%, 거래대금 0.66배",52.41,RiskOn,관찰,관찰,11.11,연기금 10일 순매수,보유/관찰,제외,연기금 수급 33.6 · 주도성 80.4 · 돌파대기,관찰
비츠로셀,82920,KOSDAQ,분류안됨,리튬전지;방산,23.66,20,59.66,3.86,상승장 (보수적 반영),29300.0,-0.1703577512776832,-0.2368392152051285,-0.3468050907548927,-0.0687066946739851,0.8170717079711176,0,4,102.9,4.7,46.4,33.8,44.1,124.7,128.0,0.97,True,False,60.0,28490.0,28240.0,28465.0,0.0,13225.431005110731,17.99,18.56,2.264,0.35,1,0.0,0.6,대기,1.86,28.06,Medium,RiskOn,중형,0.0252,0.0282,0.6139,0.2553,5,-0.0501,-0.1711,-0.0417,0.2887,3,4,5.776173285198549,-4.248366013071891,-8.864696734059097,-8.864696734059097,35.56,26.33,16.7,42.23,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 35, 투신·사모 81, 지속성 80",7.26,-5.35,49.22,"시장대비 5일 +7.3%p·20일 -5.3%p, 거래대금 상위 45%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 -4.2%, 고점대비 -8.9%, MA20 이격 +2.9%, 거래대금 0.97배",37.2,RiskOn,관찰,관찰,9.49,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,제외,연기금 수급 42.2 · 주도성 49.2 · 조건미충족,관찰
신성델타테크,65350,KOSDAQ,분류안됨,분류안됨,13.61,10,51.19,0.48,상승장 (보수적 반영),30700.0,-2.384737678855331,-0.1209490461581193,0.004670466657697,-0.006572222573972,3.301573150835475e-05,0,0,100.4,1.6,56.0,96.8,25.3,27.8,37.0,0.75,True,True,100.0,31060.0,30830.0,30562.5,0.0,8436.887122416534,29.47,9.51,0.0,0.35,1,0.0,1.1,대기,-4.74,25.3,Low,RiskOn,소형,0.0,0.0046,-0.0016,-0.0962,2,-0.0839,-0.0442,-0.0006,0.0004,2,0,1.9933554817275656,4.599659284497437,-2.5396825396825418,-2.5396825396825418,0.0,43.33,0.04,0.0,연기금,유지,"소형주 핵심 연기금, 외국인 0, 연기금 3, 투신·사모 0, 지속성 0",3.47,3.49,53.39,"시장대비 5일 +3.5%p·20일 +3.5%p, 거래대금 상위 19%, 추세 100",눌림대기,False,83.33,"눌림대기: 20일 +4.6%, 고점대비 -2.5%, MA20 이격 +0.4%, 거래대금 0.75배",31.3,RiskOn,관찰,관찰,8.66,연기금 10일 순매수,보유/관찰,제외,연기금 수급 0.0 · 주도성 53.4 · 눌림대기,관찰
롯데리츠,330590,KOSPI,분류안됨,분류안됨,13.68,15,42.19,-3.12,상승장 (보수적 반영),4010.0,0.2499999999999946,-0.05806996870171,0.0057262325238987,-9.682835651829074e-05,0.012117861169882,0,0,102.1,0.3,59.3,77.2,5.3,7.1,5.2,1.37,True,True,100.0,3980.0,3954.0,3926.5,0.0,11586.895,0.0,0.0,0.0,0.35,1,0.0,-0.3,회피,-4.89,28.36,Low,RiskOn,중형,0.0041,0.0008,0.0003,-0.1155,2,-0.0428,-0.0253,-0.0027,0.0147,0,3,0.7537688442211143,2.035623409669207,0.0,0.24999999999999467,0.0,41.63,0.07,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 6, 투신·사모 29, 지속성 60",2.23,0.93,42.36,"시장대비 5일 +2.2%p·20일 +0.9%p, 거래대금 상위 1%, 추세 100",조건미충족,False,0.0,"조건미충족: 20일 +2.0%, 고점대비 +0.0%, MA20 이격 +2.1%, 거래대금 1.37배",14.04,RiskOn,관찰,관찰,8.45,연기금 10일 순매수,보유/관찰,제외,연기금 수급 0.0 · 주도성 42.4 · 조건미충족,관찰
제이에스링크,127120,KOSDAQ,분류안됨,분류안됨,31.26,49,45.93,-1.63,상승장 (보수적 반영),34200.0,5.230769230769239,0.2374173327240198,0.5230691288637396,0.3000351954415581,0.005944723915434,6,1,105.8,4.1,52.6,157.3,138.4,104.3,63.7,1.64,False,False,60.0,32090.0,31935.0,32340.0,0.7732,12675.046153846157,-197.88,-35.13,0.0,0.35,1,0.0,1.1,대기,8.0,26.44,High,RiskOn,중형,0.0465,0.1715,0.5666,1.0581,5,0.4294,0.4276,0.1863,0.0842,5,2,13.621262458471751,-0.2915451895043719,-0.5813953488372103,-0.5813953488372103,40.6,33.71,15.26,35.73,연기금,유지,"중형주 핵심 연기금, 외국인 71, 연기금 62, 투신·사모 85, 지속성 40",15.1,-1.4,50.48,"시장대비 5일 +15.1%p·20일 -1.4%p, 거래대금 상위 29%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 -0.3%, 고점대비 -0.6%, MA20 이격 +5.8%, 거래대금 1.64배",33.34,RiskOn,관찰,관찰,7.85,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,제외,연기금 수급 35.7 · 주도성 50.5 · 조건미충족,관찰
CJ ENM,35760,KOSDAQ,분류안됨,분류안됨,13.68,15,42.19,-3.12,상승장 (보수적 반영),38550.0,5.040871934604896,-0.4961387523558497,-0.0332691720512933,0.0550492517129826,-0.0102085988011096,0,0,111.3,2.2,67.9,47.9,21.1,36.6,32.2,1.14,True,True,100.0,37910.0,36220.0,34630.0,0.0,8452.638964577656,0.0,0.0,0.0,0.35,1,0.0,0.0,대기,-4.2,27.71,Low,RiskOn,소형,-0.0325,-0.0251,0.0332,-0.2838,2,-0.1131,-0.3204,0.0293,-0.0484,0,0,4.471544715447151,17.889908256880727,-0.6443298969072142,-0.6443298969072142,0.0,37.39,0.16,0.0,연기금,미확인,"소형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 0, 지속성 0",5.95,16.78,77.78,"시장대비 5일 +6.0%p·20일 +16.8%p, 거래대금 상위 15%, 추세 100",돌파대기,False,40.0,"돌파대기: 20일 +17.9%, 고점대비 -0.6%, MA20 이격 +11.3%, 거래대금 1.14배",32.44,RiskOn,관찰,관찰,7.85,추가 확인 필요,수급훼손,제외,연기금 수급 0.0 · 주도성 77.8 · 돌파대기,관찰
LS ELECTRIC,10120,KOSPI,분류안됨,분류안됨,19.61,16,51.79,0.72,상승장 (보수적 반영),208500.0,-1.4184397163120588,0.5802516789768185,-0.1010835811350919,-0.0240166621902478,0.0153896521183053,3,0,102.4,1.4,56.3,58.8,538.6,874.7,963.1,0.91,False,False,60.0,203220.0,203790.0,203545.0,0.0,312750.0,79.48,14.67,0.0,0.35,1,0.0,1.1,대기,-4.19,27.58,Medium,RiskOn,대형,-0.0009,-0.02,-0.0947,0.033,2,0.1022,0.3508,-0.044,0.0039,3,3,4.616156547917716,8.42433697347893,-5.011389521640086,-5.011389521640086,15.25,71.07,3.67,33.17,외국인,유지,"대형주 핵심 외국인, 외국인 54, 연기금 0, 투신·사모 0, 지속성 60",6.1,7.32,72.3,"시장대비 5일 +6.1%p·20일 +7.3%p, 거래대금 상위 89%, 추세 60",눌림대기,False,66.67,"눌림대기: 20일 +8.4%, 고점대비 -5.0%, MA20 이격 +2.4%, 거래대금 0.91배",50.41,RiskOn,관찰,관찰,7.22,대형 주도주 조건 · 정배열 확인 전,수급훼손,제외,외국인 수급 33.2 · 주도성 72.3 · 눌림대기,관찰
메지온,140410,KOSDAQ,분류안됨,분류안됨,20.11,25,42.19,-3.12,상승장 (보수적 반영),79300.0,5.5925432756325,-0.9994266528067712,0.0,0.0058737023402501,0.0038998089584964,0,0,113.6,1.5,69.8,192.5,118.4,72.1,56.6,1.27,True,True,100.0,74740.0,72910.0,69795.0,0.4007,24282.06125166445,-78.85,-110.44,0.0,0.35,1,0.0,-1.0,대기,1.81,29.35,Medium,RiskOn,중형,0.0,0.0,0.0195,-0.451,2,-0.2428,-0.5382,0.0052,0.011,2,0,14.76121562952244,22.56568778979908,0.0,5.5925432756325,0.0,46.69,0.06,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 33, 지속성 0",16.24,21.46,85.41,"시장대비 5일 +16.2%p·20일 +21.5%p, 거래대금 상위 27%, 추세 100",돌파대기,False,60.0,"돌파대기: 20일 +22.6%, 고점대비 +0.0%, MA20 이격 +13.6%, 거래대금 1.27배",38.11,RiskOn,과열주의,관찰,5.99,이격/RSI 과열,익절/추격주의,제외,연기금 수급 0.0 · 주도성 85.4 · 돌파대기,관찰
SK이노베이션,96770,KOSPI,분류안됨,분류안됨,18.29,20,42.19,-3.12,상승장 (보수적 반영),140000.0,2.489019033674955,0.7063118675760077,0.2049714574260648,0.3263112519421807,0.108653424498386,0,0,104.3,1.9,57.4,77.7,782.0,895.3,1754.9,0.51,True,False,60.0,138800.0,142010.0,134225.0,0.0,236673.79209370425,-22.03,-14.42,0.0,0.35,1,0.0,1.1,대기,-0.73,27.72,Low,RiskOn,대형,-0.0092,0.0587,0.2585,-0.021,2,-0.0196,0.6506,0.0305,-0.027,2,2,2.4140453547915053,7.609531129900082,-8.794788273615639,-8.794788273615639,0.0,70.01,2.66,8.86,외국인,유지,"대형주 핵심 외국인, 외국인 56, 연기금 22, 투신·사모 13, 지속성 40",3.9,6.5,66.94,"시장대비 5일 +3.9%p·20일 +6.5%p, 거래대금 상위 97%, 추세 60",눌림대기,False,66.67,"눌림대기: 20일 +7.6%, 고점대비 -8.8%, MA20 이격 +4.3%, 거래대금 0.51배",36.64,RiskOn,관찰,관찰,5.43,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,제외,외국인 수급 8.9 · 주도성 66.9 · 눌림대기,관찰
코웨이,21240,KOSPI,분류안됨,분류안됨,14.01,6,57.19,2.88,상승장 (보수적 반영),99600.0,-1.4836795252225476,-0.6567410503962877,0.2583021943683602,0.0112522531274023,0.1022844984747151,0,0,100.0,1.9,49.0,52.0,150.6,267.9,198.0,1.35,True,False,80.0,103420.0,100660.0,99635.0,0.0,70483.50148367953,10.06,18.14,0.0,0.35,1,0.0,1.1,대기,-8.0,26.27,Low,RiskOn,중형,0.1501,0.2376,0.3287,0.3254,2,-0.2385,-0.2374,-0.0004,0.061,0,2,-0.8955223880596996,2.1538461538461506,-7.348837209302328,-7.348837209302328,32.07,51.02,10.79,48.26,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 80, 투신·사모 52, 지속성 40",0.59,1.05,45.33,"시장대비 5일 +0.6%p·20일 +1.1%p, 거래대금 상위 56%, 추세 80",조건미충족,False,0.0,"조건미충족: 20일 +2.2%, 고점대비 -7.3%, MA20 이격 +0.0%, 거래대금 1.35배",38.3,RiskOn,관찰,관찰,5.04,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,제외,연기금 수급 48.3 · 주도성 45.3 · 조건미충족,관찰
고영,98460,KOSDAQ,분류안됨,반도체장비;자동화,19.32,15,49.66,-0.14,상승장 (보수적 반영),28600.0,3.435804701627476,3.415477871084929,0.1958019056203633,-3.4879191020838856,0.1012410868038791,1,0,101.9,6.2,48.3,107.2,262.3,240.9,266.5,0.9,False,False,60.0,27870.0,27750.0,28077.5,0.0,19505.924050632908,41.58,4.48,2.264,0.35,1,0.0,1.1,대기,-7.85,25.56,Low,RiskOn,중형,-0.0161,0.1155,-2.9366,-0.0782,3,-0.286,2.8697,-0.0131,0.0652,3,1,5.535055350553497,4.954128440366978,-2.8862478777589184,-2.8862478777589184,16.0,39.4,6.65,48.86,연기금,유지,"중형주 핵심 연기금, 외국인 88, 연기금 35, 투신·사모 48, 지속성 20",7.02,3.85,63.41,"시장대비 5일 +7.0%p·20일 +3.9%p, 거래대금 상위 62%, 추세 60",눌림대기,False,66.67,"눌림대기: 20일 +5.0%, 고점대비 -2.9%, MA20 이격 +1.9%, 거래대금 0.90배",54.15,RiskOn,관찰,관찰,4.52,연기금 10일 순매수 · 정배열 확인 전,추세훼손,제외,연기금 수급 48.9 · 주도성 63.4 · 눌림대기,관찰
아모레퍼시픽홀딩스,2790,KOSPI,분류안됨,분류안됨,23.86,25,49.79,-0.08,상승장 (보수적 반영),26550.0,2.3121387283236983,0.1456075180113222,0.1900995071447284,-0.0093542313080918,0.0017189672891607,1,3,100.3,1.2,48.8,56.5,28.9,50.6,29.7,1.7,False,False,60.0,26360.0,26150.0,26472.5,0.7601,20298.728323699423,17.13,3.64,0.0,0.35,1,0.0,1.1,대기,5.04,26.13,Medium,RiskOn,중형,0.1334,0.1133,0.1115,0.7689,5,-0.0477,0.0274,0.0012,0.0017,2,4,0.18867924528302993,0.18867924528302993,-5.178571428571432,-5.178571428571432,40.2,33.3,15.66,12.45,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 71, 투신·사모 10, 지속성 80",1.67,-0.92,32.32,"시장대비 5일 +1.7%p·20일 -0.9%p, 거래대금 상위 13%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 +0.2%, 고점대비 -5.2%, MA20 이격 +0.3%, 거래대금 1.70배",16.89,RiskOn,관찰,관찰,3.83,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,제외,연기금 수급 12.4 · 주도성 32.3 · 조건미충족,관찰
두산에너빌리티,34020,KOSPI,분류안됨,분류안됨,15.73,13,47.19,-1.12,상승장 (보수적 반영),85500.0,0.7067137809187329,-0.7735586521620359,0.272487130465544,0.3296862341046314,0.0436268922519598,0,0,100.5,1.6,55.1,69.3,1382.7,1710.4,2796.2,0.61,True,False,60.0,85160.0,87470.0,85105.0,0.0,547679.3639575972,317.67,1.11,0.0,0.35,1,0.0,1.1,대기,-6.41,23.57,Low,RiskOn,대형,-0.0561,0.0612,0.1017,-0.5632,0,-0.3542,-0.4819,-0.0066,-0.0478,0,1,-1.7241379310344862,17.12328767123288,-6.7611777535441675,-6.7611777535441675,0.0,71.19,2.17,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 0, 투신·사모 0, 지속성 0",-0.24,16.02,71.11,"시장대비 5일 -0.2%p·20일 +16.0%p, 거래대금 상위 99%, 추세 60",눌림대기,False,83.33,"눌림대기: 20일 +17.1%, 고점대비 -6.8%, MA20 이격 +0.5%, 거래대금 0.61배",37.11,RiskOn,관찰,관찰,3.71,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,제외,외국인 수급 0.0 · 주도성 71.1 · 눌림대기,관찰
롯데쇼핑,23530,KOSPI,분류안됨,분류안됨,21.67,14,47.19,-1.12,상승장 (보수적 반영),109900.0,-3.0864197530864224,-2.66433489329587,0.2216780734583789,0.2846019637824852,0.4743662556789042,0,0,99.7,3.2,55.3,81.6,164.1,196.5,195.4,1.01,True,False,80.0,114560.0,114460.0,110245.0,0.0,31088.907407407405,17.45,0.34,0.0,0.35,1,0.0,1.1,대기,-8.0,28.17,Low,RiskOn,중형,0.0179,0.2644,0.4252,-0.8765,1,-1.0493,-1.8069,0.0278,-0.0719,0,3,-7.95644891122278,14.241164241164238,-7.95644891122278,-7.95644891122278,0.0,43.81,4.19,35.03,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 65, 투신·사모 0, 지속성 60",-6.48,13.14,43.95,"시장대비 5일 -6.5%p·20일 +13.1%p, 거래대금 상위 55%, 추세 80",눌림대기,False,83.33,"눌림대기: 20일 +14.2%, 고점대비 -8.0%, MA20 이격 -0.3%, 거래대금 1.01배",43.36,RiskOn,관찰,관찰,2.72,연기금 10일 순매수 · 정배열 확인 전,추세훼손,제외,연기금 수급 35.0 · 주도성 44.0 · 눌림대기,관찰
