종목명,일자,종가,외인,연기금,투신,사모,거래량,거래대금(억)
효성중공업,20260413,3058000.0,24720.872,3232.306,-2119.194,-4929.496,56040.0,1713.7032
효성중공업,20260410,2940000.0,23517.06,-10633.98,-35180.04,2937.06,50802.0,1493.5788
효성중공업,20260409,2882000.0,14464.758,-5340.346,-6559.432,6862.042,41400.0,1193.148
효성중공업,20260408,2930000.0,61450.89,213.89,1883.99,2223.87,72386.0,2120.9098
효성중공업,20260407,2610000.0,-21054.87,-3439.98,-686.43,-1372.86,29625.0,773.2125
효성중공업,20260406,2633000.0,13775.856,529.233,-2224.885,-7967.458,35488.0,934.39904
효성중공업,20260403,2560000.0,4892.16,-688.64,-1717.76,-3079.68,27157.0,695.2192
효성중공업,20260402,2518000.0,-18079.24,3278.436,-2457.568,-5207.224,42499.0,1070.12482
효성중공업,20260401,2653000.0,4719.687,-3809.708,4910.703,-2509.738,41750.0,1107.6275
효성중공업,20260331,2456000.0,-27622.632,4366.768,2146.544,98.24,44474.0,1092.28144
효성중공업,20260330,2503000.0,-22091.478,152.683,-70.084,9656.574,53407.0,1336.77721
POSCO홀딩스,20260512,479000.0,104865.554,-1916.0,-6504.82,-12509.564,1308740.0,6268.8646
POSCO홀딩스,20260511,512000.0,30570.496,-726.016,5918.208,7158.272,501971.0,2570.09152
POSCO홀딩스,20260508,525000.0,-42197.4,-3591.525,10454.325,-4790.1,462890.0,2430.1725
POSCO홀딩스,20260507,535000.0,41820.95,6621.695,13300.1,15242.685,947299.0,5068.04965
POSCO홀딩스,20260506,506000.0,-29594.928,16291.682,7269.702,-43.516,602095.0,3046.6007
POSCO홀딩스,20260504,502000.0,103150.458,35107.872,18118.686,6256.426,1080353.0,5423.37206
POSCO홀딩스,20260430,462000.0,-28967.862,161.7,3826.746,-2879.184,568870.0,2628.1794
POSCO홀딩스,20260429,469000.0,-35685.741,11607.281,7810.726,3450.902,599954.0,2813.78426
POSCO홀딩스,20260428,466500.0,186233.7975,19526.757,21976.815,2885.3025,1962453.0,9154.843245
POSCO홀딩스,20260427,417500.0,-17243.585,2856.9525,356.545,-595.7725,309760.0,1293.248
POSCO홀딩스,20260424,415000.0,5301.625,4672.07,3110.425,-2448.085,292559.0,1214.11985
POSCO홀딩스,20260423,410500.0,10659.864,832.494,-2269.244,-6756.009,558290.0,2291.78045
POSCO홀딩스,20260422,418500.0,-16010.136,-10807.7625,30218.211,766.692,561752.0,2350.93212
POSCO홀딩스,20260421,421500.0,102245.3625,23056.893,9294.918,5313.0075,1024414.0,4317.90501
POSCO홀딩스,20260420,389500.0,-9264.647,-2541.4875,-519.593,1661.9965,354709.0,1381.591555
POSCO홀딩스,20260417,385000.0,7977.585,14319.69,9978.43,2937.935,608037.0,2340.94245
POSCO홀딩스,20260416,370000.0,-5023.12,-10054.75,-336.33,1527.36,204289.0,755.8693
POSCO홀딩스,20260415,368000.0,10264.256,-687.056,-861.856,-46.736,276230.0,1016.5264
POSCO홀딩스,20260414,361500.0,-9180.654,-1564.2105,1079.0775,95.0745,213490.0,771.76635
POSCO홀딩스,20260413,360000.0,-14117.76,2329.92,-996.84,-7.2,284457.0,1024.0452
POSCO홀딩스,20260410,369000.0,-4324.311,-481.176,4604.013,-1532.826,246719.0,910.39311
POSCO홀딩스,20260409,367000.0,20775.136,-5982.1,11728.219,10033.413,474808.0,1742.54536
POSCO홀딩스,20260408,362500.0,30693.6,1973.45,5083.3375,4.7125,454015.0,1645.804375
POSCO홀딩스,20260407,345500.0,-6259.769,973.619,-55.971,-1288.3695,272984.0,943.15972
POSCO홀딩스,20260406,349000.0,-8072.021,4044.91,971.616,-5630.766,262261.0,915.29089
POSCO홀딩스,20260403,347500.0,11120.695,1507.455,89.655,3068.425,351485.0,1221.410375
POSCO홀딩스,20260402,341000.0,14240.16,5015.428,-321.222,4383.896,585197.0,1995.52177
POSCO홀딩스,20260401,346000.0,1949.364,1880.51,787.842,936.622,357348.0,1236.42408
POSCO홀딩스,20260331,332500.0,-29296.575,2099.405,-6911.6775,288.61,390060.0,1296.9495
POSCO홀딩스,20260330,343000.0,-3897.509,713.783,440.755,1576.428,295337.0,1013.00591
한화오션,20260512,122000.0,-104989.418,-5334.938,-2940.444,-3414.658,2716008.0,3313.52976
한화오션,20260511,130500.0,87613.263,-2503.3815,4117.9275,3163.9725,3244572.0,4234.16646
한화오션,20260508,126100.0,-34686.8314,874.8818,-797.4564,-1239.0586,1278409.0,1612.073749
한화오션,20260507,129900.0,10250.409,-3866.9931,-36.372,-282.2727,1465815.0,1904.093685
한화오션,20260506,130200.0,-10032.561,2002.8666,-1237.6812,-967.6464,1853477.0,2413.227054
한화오션,20260504,133000.0,34928.726,6486.011,-425.334,-122.892,1518622.0,2019.76726
한화오션,20260430,131800.0,30627.2886,-5866.6816,1300.4706,-658.8682,1169530.0,1541.44054
한화오션,20260429,132300.0,19721.1672,-2485.1232,-2821.2975,-1102.3236,1487810.0,1968.37263
한화오션,20260428,133900.0,39138.8361,-2412.7441,-781.4404,-2510.4911,1494935.0,2001.717965
한화오션,20260427,133500.0,-61653.1035,-1686.639,-2107.431,-4575.1785,2554842.0,3410.71407
한화오션,20260424,134900.0,19565.896,3329.4669,1300.7058,-555.5182,1520273.0,2050.848277
한화오션,20260423,134400.0,-6306.9888,5158.944,-2343.264,1228.8192,2523968.0,3392.212992
한화오션,20260422,135000.0,53398.98,2078.46,-1524.15,2980.8,2872125.0,3877.36875
한화오션,20260421,131200.0,26724.9152,7347.4624,1011.2896,3898.2144,1915814.0,2513.547968
한화오션,20260420,128700.0,-42110.2539,-2176.4457,-487.9017,-809.523,813879.0,1047.462273
한화오션,20260417,130000.0,-9600.5,-7242.43,2334.41,-1068.21,1594098.0,2072.3274
한화오션,20260416,131900.0,80517.2998,12419.1764,7449.0525,1342.3463,2222323.0,2931.244037
한화오션,20260415,125800.0,2136.8388,-3703.9294,-1899.4542,804.9942,738583.0,929.137414
한화오션,20260414,124100.0,7620.3605,1950.2315,369.818,5262.0882,661991.0,821.530831
한화오션,20260413,120100.0,-21997.9964,-3208.9519,1275.2218,-298.6887,592187.0,711.216587
한화오션,20260410,123400.0,-5377.772,-3433.2348,204.4738,-95.018,572233.0,706.135522
한화오션,20260409,123500.0,-40149.85,-7192.7635,-634.049,-5351.3785,1089778.0,1345.87583
한화오션,20260408,127700.0,18941.741,2111.2641,233.1802,1072.1692,977536.0,1248.313472
한화오션,20260407,120900.0,8216.9685,-2361.2979,655.7616,-93.8184,738425.0,892.755825
한화오션,20260406,122000.0,-29387.604,-4004.528,-1109.468,-4203.022,14221161.0,17349.81642
한화오션,20260403,128000.0,6488.576,9411.456,3358.72,2428.288,1301116.0,1665.42848
한화오션,20260402,119300.0,-15531.9056,1040.0574,-1955.5656,-71.1028,1673741.0,1996.773013
한화오션,20260401,127000.0,-2578.608,2637.155,-377.444,45.212,1038804.0,1319.28108
한화오션,20260331,120200.0,-14858.0422,7305.155,911.9574,4552.9356,1636326.0,1966.863852
한화오션,20260330,118200.0,732.9582,1559.649,272.0964,3288.4422,770279.0,910.469778
한미반도체,20260512,377500.0,16193.24,-7143.055,-54767.3225,-8149.8475,2277130.0,8596.16575
한미반도체,20260511,400000.0,-25444.0,9233.2,-14912.4,-12535.6,1138423.0,4553.692
한미반도체,20260508,390000.0,-49011.69,774.15,-1538.16,-10931.7,699479.0,2727.9681
한미반도체,20260507,393000.0,342.303,-1495.365,4534.434,-2038.491,1232988.0,4845.64284
한미반도체,20260506,394500.0,-10855.851,-2434.854,20822.8935,-2168.172,1441060.0,5684.9817
한미반도체,20260504,378000.0,-25159.302,2323.188,-19872.216,911.736,1064176.0,4022.58528
한미반도체,20260430,368000.0,154274.8,2208.368,251.712,7346.016,2575384.0,9477.41312
한미반도체,20260429,357500.0,-54896.6275,7484.9775,-5555.55,-434.005,886254.0,3168.35805
한미반도체,20260428,367000.0,61391.026,6619.946,-706.842,1499.195,1775578.0,6516.37126
한미반도체,20260427,373500.0,331481.6235,-6058.917,44042.373,6009.9885,5287941.0,19750.459635
한미반도체,20260424,295500.0,26153.523,3883.461,-833.901,-1330.0455,570284.0,1685.18922
한미반도체,20260423,293500.0,-19026.1375,3031.855,672.702,-2488.293,1047056.0,3073.10936
한미반도체,20260422,293500.0,-18610.5415,1068.6335,-23790.523,-2184.5205,684772.0,2009.80582
한미반도체,20260421,295000.0,33651.24,4859.83,2715.18,258.125,496193.0,1463.76935
한미반도체,20260420,287000.0,13076.007,-2668.239,-1086.869,1472.597,317137.0,910.18319
한미반도체,20260417,286500.0,-21070.356,-1396.401,-2947.2255,-593.9145,359159.0,1028.990535
한미반도체,20260416,292000.0,-14397.06,442.088,-3942.876,1502.632,458794.0,1339.67848
한미반도체,20260415,295000.0,45540.035,2042.285,-1220.12,2355.28,898476.0,2650.5042
한미반도체,20260414,284000.0,5333.804,1183.144,1375.696,3611.06,558026.0,1584.79384
한미반도체,20260413,276500.0,-21110.775,-2022.874,-33.733,-8823.115,387276.0,1070.81814
한미반도체,20260410,286000.0,-95023.5,-2441.01,112094.268,21781.474,1087130.0,3109.1918
한미반도체,20260409,286000.0,-43406.506,5549.83,-2835.404,-5341.908,646513.0,1849.02718
한미반도체,20260408,280500.0,-46326.5385,-3115.5135,9597.8685,21669.186,1027627.0,2882.493735
한미반도체,20260407,253500.0,-11158.056,2884.0695,-2182.128,-5483.9655,579361.0,1468.680135
한미반도체,20260406,252000.0,-13563.9,-6686.82,-1541.484,-25926.264,577342.0,1454.90184
한미반도체,20260403,260000.0,-1793.74,1748.76,2202.72,-24619.66,528858.0,1375.0308
한미반도체,20260402,256000.0,-3551.744,-2735.872,-13292.8,1103.616,850313.0,2176.80128
한미반도체,20260401,273500.0,-21543.595,9583.44,11270.388,-20124.13,815377.0,2230.056095
한미반도체,20260331,251000.0,18581.028,4300.634,-3279.566,1390.038,886467.0,2225.03217
한미반도체,20260330,260500.0,-19221.253,5312.116,-6422.6275,-1824.8025,596465.0,1553.791325
하나금융지주,20260512,123100.0,3965.5434,-8185.7807,1210.5654,553.0883,1120474.0,1379.303494
하나금융지주,20260511,126600.0,40779.5058,-10852.0254,-13161.7158,-211.0422,1145704.0,1450.461264
하나금융지주,20260508,126500.0,-5396.3635,-1145.078,-4333.0045,-41.1125,673306.0,851.73209
하나금융지주,20260507,128800.0,6055.1456,16013.9616,-3462.6592,-430.0632,922806.0,1188.574128
하나금융지주,20260506,125500.0,29943.296,-14073.4445,-13563.1615,-211.342,1088935.0,1366.613425
하나금융지주,20260504,126600.0,-5232.2514,-4429.4808,268.8984,-917.85,722556.0,914.755896
하나금융지주,20260430,127900.0,-6875.6482,-333.9469,-127.7721,-568.2597,952860.0,1218.70794
하나금융지주,20260429,127100.0,28777.0923,-4328.1363,-2698.0788,-1027.7306,1046646.0,1330.287066
하나금융지주,20260428,127000.0,29297.63,-9503.029,-2025.523,133.985,1036542.0,1316.40834
하나금융지주,20260427,124000.0,18282.064,-7919.384,235.972,-731.104,1080908.0,1340.32592
하나금융지주,20260424,123300.0,14459.8842,625.9941,-1128.8115,-513.1746,796290.0,981.82557
하나금융지주,20260423,120900.0,-730.8405,-1300.2795,-2725.6905,-367.8987,723163.0,874.304067
하나금융지주,20260422,119500.0,-7322.243,-14516.5015,-2727.707,-611.4815,800476.0,956.56882
하나금융지주,20260421,123000.0,-1000.113,-3343.755,791.259,-259.653,542994.0,667.88262
하나금융지주,20260420,122700.0,-8750.8413,2453.1411,1246.632,-498.5301,452790.0,555.57333
하나금융지주,20260417,123500.0,3662.6395,-336.7845,-876.109,805.5905,460181.0,568.323535
하나금융지주,20260416,122500.0,-8290.9225,858.8475,-733.285,114.2925,457900.0,560.9275
하나금융지주,20260415,121100.0,-5243.0245,-4278.2208,-3186.6254,-1524.0435,797204.0,965.414044
하나금융지주,20260414,120800.0,-3813.656,-280.0144,28.7504,-46.8704,680992.0,822.638336
하나금융지주,20260413,120000.0,-2566.08,-394.92,3451.68,-220.68,767670.0,921.204
하나금융지주,20260410,119500.0,-14615.567,-31.07,-5124.877,-2212.0645,724786.0,866.11927
하나금융지주,20260409,117100.0,8253.4422,3715.8172,-506.8088,-7776.4939,1142649.0,1338.041979
하나금융지주,20260408,117100.0,-23849.4057,3248.5882,-871.1069,-7655.998,1000104.0,1171.121784
하나금융지주,20260407,111200.0,-4895.024,3138.3976,-2699.2688,-3329.7728,744837.0,828.258744
하나금융지주,20260406,112400.0,-5840.0792,-1635.7572,924.8272,939.3268,568063.0,638.502812
하나금융지주,20260403,109700.0,-17619.4655,-293.3378,531.6062,-0.5485,517249.0,567.422153
하나금융지주,20260402,110400.0,1303.7136,2126.856,-3246.2016,-716.2752,1097382.0,1211.509728
하나금융지주,20260401,112800.0,-26630.2752,911.7624,496.32,529.596,1059927.0,1195.597656
하나금융지주,20260331,106600.0,-1617.0154,-9.061,394.1002,785.109,1213383.0,1293.466278
하나금융지주,20260330,107200.0,-15840.7296,1313.3072,4698.1472,527.5312,703531.0,754.185232
HD한국조선해양,20260512,464500.0,16778.669,562.045,1852.426,-3978.4425,316344.0,1469.41788
HD한국조선해양,20260511,474000.0,13927.068,13564.932,5473.752,305.256,351083.0,1664.13342
HD한국조선해양,20260508,452000.0,-9851.792,-2207.116,-4102.352,-1485.724,283943.0,1283.42236
HD한국조선해양,20260507,467500.0,3075.215,-989.6975,-21.505,3203.31,257591.0,1204.237925
HD한국조선해양,20260506,452500.0,11088.06,-2805.9525,-2647.125,-3655.7475,232754.0,1053.21185
HD한국조선해양,20260504,469500.0,4527.3885,-1661.091,-650.727,-214.092,123717.0,580.851315
HD한국조선해양,20260430,461500.0,1577.407,-660.4065,128.297,-161.9865,161560.0,745.5994
HD한국조선해양,20260429,472000.0,9960.616,2499.712,-715.08,137.352,179965.0,849.4348
HD한국조선해양,20260428,468500.0,5179.2675,-1954.1135,-1510.444,-637.16,195482.0,915.83317
HD한국조선해양,20260427,479000.0,6916.281,-34.009,5922.356,-1311.502,219985.0,1053.72815
HD한국조선해양,20260424,476000.0,15015.896,5505.416,2833.152,-476.476,267625.0,1273.895
HD한국조선해양,20260423,461000.0,-3496.685,4190.49,5109.263,1591.372,334941.0,1544.07801
HD한국조선해양,20260422,463000.0,7996.01,30976.089,13368.662,1007.025,524180.0,2426.9534
HD한국조선해양,20260421,427500.0,-6284.25,4731.9975,774.2025,75.6675,221491.0,946.874025
HD한국조선해양,20260420,413000.0,-16187.948,4119.675,-1083.299,-2456.937,169351.0,699.41963
HD한국조선해양,20260417,419500.0,-9147.1975,3400.8865,1821.8885,-495.01,195956.0,822.03542
HD한국조선해양,20260416,408000.0,-12929.52,2889.456,-261.528,-31.824,168782.0,688.63056
HD한국조선해양,20260415,401500.0,1518.8745,315.9805,-259.369,-2290.5575,188366.0,756.28949
HD한국조선해양,20260414,396500.0,-6071.6045,1230.736,464.698,-27.3585,131828.0,522.69802
HD한국조선해양,20260413,388500.0,-7454.1495,3788.2635,2186.0895,-1318.9575,175397.0,681.417345
HD한국조선해양,20260410,394000.0,-2445.952,990.122,74.072,-901.472,114527.0,451.23638
HD한국조선해양,20260409,391000.0,10302.85,2402.695,542.317,1335.265,193950.0,758.3445
HD한국조선해양,20260408,389500.0,-21304.871,-1849.7355,500.118,-2169.515,218820.0,852.3039
HD한국조선해양,20260407,376000.0,7865.168,943.384,4079.6,-415.104,129529.0,487.02904
HD한국조선해양,20260406,371500.0,2135.0105,-225.872,1388.667,544.2475,141771.0,526.679265
HD한국조선해양,20260403,375000.0,-8167.5,-898.5,8151.0,5394.75,267498.0,1003.1175
HD한국조선해양,20260402,350500.0,-3163.613,-1063.0665,453.547,15.0715,315667.0,1106.412835
HD한국조선해양,20260401,372500.0,-35316.725,5151.675,2913.3225,7054.405,354564.0,1320.7509
HD한국조선해양,20260331,344000.0,-9075.408,-1232.552,942.216,74.648,235792.0,811.12448
HD한국조선해양,20260330,347000.0,6841.452,-17196.279,-3870.785,-558.67,278783.0,967.37701
NAVER,20260512,204000.0,-14320.392,-678.708,1779.492,-4117.944,991427.0,2022.51108
NAVER,20260511,211500.0,203.886,-8421.2955,-2002.482,-2070.162,780013.0,1649.727495
NAVER,20260508,215000.0,42056.58,4898.99,-1825.995,3031.5,1542717.0,3316.84155
NAVER,20260507,207500.0,-4288.8175,-15681.3975,-8756.915,2631.3075,1014658.0,2105.41535
NAVER,20260506,208000.0,-6498.752,-15724.8,-3967.6,-207.584,839509.0,1746.17872
NAVER,20260504,209000.0,-35085.666,-23924.439,-1312.102,-1197.57,875803.0,1830.42827
NAVER,20260430,211000.0,-124147.969,-21527.275,-18103.378,-1964.41,1387029.0,2926.63119
NAVER,20260429,220000.0,-33096.14,-1823.8,991.76,1397.22,673160.0,1480.952
NAVER,20260428,219500.0,7882.0255,-2840.769,-4832.7315,8796.9015,758420.0,1664.7319
NAVER,20260427,215000.0,-7392.13,-8839.08,-764.54,-716.165,458738.0,986.2867
NAVER,20260424,214000.0,-28707.886,-12817.316,-1948.47,-514.028,476096.0,1018.84544
NAVER,20260423,217500.0,-26836.6725,-10551.1425,-1699.11,3690.54,800536.0,1741.1658
NAVER,20260422,214000.0,2565.218,-8978.156,87.74,-419.654,364648.0,780.34672
NAVER,20260421,214000.0,-15712.95,-18222.314,-2756.534,-3176.188,545889.0,1168.20246
NAVER,20260420,213500.0,-9478.7595,-15242.4055,-1428.9555,-5869.969,457862.0,977.53537
NAVER,20260417,216500.0,-36695.451,-1390.5795,-54.125,-3082.094,1121630.0,2428.32895
NAVER,20260416,218500.0,-15372.1305,12470.669,1455.647,-6030.8185,752603.0,1644.437555
NAVER,20260415,211000.0,1947.108,-20391.251,-461.457,8059.145,992297.0,2093.74667
NAVER,20260414,201500.0,-524.706,-7073.859,-1466.114,-2140.9375,623470.0,1256.29205
NAVER,20260413,199000.0,-2789.383,-3281.112,327.355,-660.879,514728.0,1024.30872
NAVER,20260410,202000.0,10425.22,-3571.562,-1247.148,-1789.114,525142.0,1060.78684
NAVER,20260409,201500.0,-59359.6835,-14171.898,-3999.5735,7567.3325,1258361.0,2535.597415
NAVER,20260408,201500.0,-20326.514,-11347.674,-3603.626,-4080.1735,699966.0,1410.43149
NAVER,20260407,195900.0,-5013.6687,-16756.8942,-2462.463,-1296.6621,668729.0,1310.040111
NAVER,20260406,196800.0,8466.1392,-23223.384,-2461.7712,-2113.0416,717180.0,1411.41024
NAVER,20260403,197500.0,21050.5375,-7613.4275,-485.455,-5350.8675,659137.0,1301.795575
NAVER,20260402,195800.0,-88241.9692,-12229.4722,-1173.821,-2366.243,1464904.0,2868.282032
NAVER,20260401,210000.0,-818.79,-4819.08,-1200.15,-2932.44,575814.0,1209.2094
NAVER,20260331,201500.0,5018.559,-5562.4075,-1200.134,-7350.9215,890860.0,1795.0829
NAVER,20260330,207000.0,-966.069,-6308.532,-801.711,-3243.069,379513.0,785.59191
고려아연,20260512,1512000.0,6959.736,955.584,-471.744,635.04,43035.0,650.6892
고려아연,20260511,1528000.0,-14077.464,-1512.72,-1431.736,-664.68,32979.0,503.91912
고려아연,20260508,1559000.0,-8800.555,-5751.151,-1544.969,-1732.049,33313.0,519.34967
고려아연,20260507,1560000.0,-126681.36,-1923.48,4183.92,-332.28,129113.0,2014.1628
고려아연,20260506,1747000.0,57357.504,5102.987,1509.408,1465.733,85850.0,1499.7995
고려아연,20260504,1629000.0,19608.273,428.427,667.89,1172.88,34582.0,563.34078
고려아연,20260430,1579000.0,-62902.623,1110.037,-9.474,-202.112,140026.0,2211.01054
고려아연,20260429,1604000.0,-23808.172,-3023.54,-1180.544,-705.76,43157.0,692.23828
고려아연,20260428,1627000.0,-8229.366,-320.519,-392.107,-193.613,35736.0,581.42472
고려아연,20260427,1642000.0,-3029.49,1395.7,110.014,346.462,21682.0,356.01844
고려아연,20260424,1642000.0,-8970.246,-1288.97,-390.796,-1947.412,24407.0,400.76294
고려아연,20260423,1674000.0,-12590.154,979.29,210.924,-497.178,35681.0,597.29994
고려아연,20260422,1698000.0,5776.596,2687.934,551.85,753.912,18683.0,317.23734
고려아연,20260421,1670000.0,1053.77,1407.81,-63.46,-1277.55,16046.0,267.9682
고려아연,20260420,1665000.0,-3782.88,1323.675,-208.125,-274.725,12809.0,213.26985
고려아연,20260417,1679000.0,-5038.679,1714.259,295.504,-535.601,14431.0,242.29649
고려아연,20260416,1694000.0,-1173.942,5732.496,1920.996,492.954,24490.0,414.8606
고려아연,20260415,1660000.0,-8982.26,1281.52,-322.04,-56.44,27127.0,450.3082
고려아연,20260414,1649000.0,-12425.215,771.732,-440.283,74.205,21545.0,355.27705
고려아연,20260413,1663000.0,13934.277,11443.103,1320.422,2968.455,42837.0,712.37931
고려아연,20260410,1581000.0,6360.363,4731.933,-664.02,-22.134,24245.0,383.31345
고려아연,20260409,1526000.0,2820.048,-245.686,-1098.72,-1693.86,29220.0,445.8972
고려아연,20260408,1585000.0,-658353.525,2669.14,315.415,-122.045,448456.0,7108.0276
고려아연,20260407,1473000.0,3346.656,-3436.509,-418.332,-690.837,14551.0,214.33623
고려아연,20260406,1481000.0,-2491.042,-85.898,-182.163,-1442.494,13757.0,203.74117
고려아연,20260403,1484000.0,-1682.856,255.248,1589.364,-1280.692,12292.0,182.41328
고려아연,20260402,1468000.0,9332.076,-2740.756,102.76,-485.908,25464.0,373.81152
고려아연,20260401,1517000.0,-2594.07,4883.223,294.298,-2187.514,25155.0,381.60135
고려아연,20260331,1422000.0,952.74,-2829.78,-4651.362,-1631.034,24293.0,345.44646
고려아연,20260330,1478000.0,5306.02,-5945.994,-1513.472,-201.008,23994.0,354.63132
LG전자,20260512,184900.0,117865.2446,8866.1399,8675.508,35765.0221,10257996.0,18967.034604
LG전자,20260511,156700.0,-1973.7932,1568.0969,6798.8996,-2906.3149,1761737.0,2760.641879
LG전자,20260508,154100.0,37200.2023,2216.4203,1591.6989,11075.167,2029897.0,3128.071277
LG전자,20260507,148700.0,-35376.9196,3958.394,55.4651,-8895.0853,1943210.0,2889.55327
LG전자,20260506,154900.0,149953.5783,9577.6219,1786.3068,-7050.2735,3976159.0,6159.070291
LG전자,20260504,143200.0,5810.4832,6296.3608,-3771.172,-4499.6304,1517270.0,2172.73064
LG전자,20260430,140900.0,26752.2603,6758.6912,4045.5208,-5200.4781,4601367.0,6483.326103
LG전자,20260429,135800.0,-36739.0604,-963.9084,-1297.2974,-12738.719,1519252.0,2063.144216
LG전자,20260428,140000.0,11319.42,-3769.08,5816.02,-3741.78,3412120.0,4776.968
LG전자,20260427,130000.0,15519.53,-397.02,-290.16,-1979.51,628169.0,816.6197
LG전자,20260424,127500.0,-17454.1125,-2321.01,1287.75,-813.705,815555.0,1039.832625
LG전자,20260423,129900.0,-21158.2419,-5267.8347,-104.9592,-8833.3299,1201334.0,1560.532866
LG전자,20260422,132800.0,7211.1728,6141.336,463.3392,6203.088,1430607.0,1899.846096
LG전자,20260421,126600.0,6066.1656,923.6736,349.2894,3262.482,600138.0,759.774708
LG전자,20260420,124500.0,18373.0875,-2517.39,394.5405,-4051.479,448899.0,558.879255
LG전자,20260417,124200.0,-1086.3774,-3090.096,-362.4156,-1038.933,519561.0,645.294762
LG전자,20260416,126000.0,12766.32,79.758,532.35,12087.936,862043.0,1086.17418
LG전자,20260415,122200.0,24280.8956,-9804.8392,450.918,1062.2846,970337.0,1185.751814
LG전자,20260414,120000.0,20959.56,2728.08,-15.24,-785.28,679271.0,815.1252
LG전자,20260413,115300.0,3213.1804,-839.8452,1321.4533,-5907.3955,469084.0,540.853852
LG전자,20260410,118400.0,12814.6688,-1551.1584,-266.4,1437.376,608715.0,720.71856
LG전자,20260409,117200.0,17712.436,-3040.754,-3565.4584,-3692.8548,1188521.0,1392.946612
LG전자,20260408,116700.0,38356.8393,-5608.9521,1851.3288,-1045.9821,1193144.0,1392.399048
LG전자,20260407,107100.0,-10985.9967,-10531.143,-611.0055,-7009.695,1090464.0,1167.886944
LG전자,20260406,109400.0,647.8668,419.1114,-111.6974,-2346.7394,351253.0,384.270782
LG전자,20260403,108300.0,-1640.9616,-7199.6757,-79.1673,-1082.5668,439721.0,476.217843
LG전자,20260402,108800.0,15352.3328,-3218.848,-80.8384,1772.896,882435.0,960.08928
LG전자,20260401,112500.0,2290.1625,-7548.6375,742.3875,-1773.0,676738.0,761.33025
LG전자,20260331,105600.0,-386.9184,-1148.2944,-873.4176,1597.0944,759539.0,802.073184
LG전자,20260330,108300.0,6941.2719,736.0068,-43.1034,-1288.2285,462366.0,500.742378
삼성중공업,20260512,31400.0,-154551.3024,-1264.8234,-7850.5338,185.0088,13967315.0,4385.73691
삼성중공업,20260511,33950.0,57704.2718,4734.70095,3901.70375,-2250.5455,15532322.0,5273.223319
삼성중공업,20260508,31950.0,-114078.91275,-5708.28285,-5454.66375,-3427.9155,7842517.0,2505.6841815
삼성중공업,20260507,33700.0,16936.8786,-12225.8545,7206.5091,2866.2524,10126534.0,3412.641958
삼성중공업,20260506,31850.0,-32455.30925,-7486.8521,-2221.37825,-2113.02455,6287836.0,2002.675766
삼성중공업,20260504,32250.0,-64381.9005,-22145.65575,-123.35625,-1696.51125,8153424.0,2629.47924
삼성중공업,20260430,32350.0,2105.0792,875.4557,-4409.8873,-2895.5191,4422860.0,1430.79521
삼성중공업,20260429,33000.0,-10480.206,-50.424,-1810.215,-714.516,4029344.0,1329.68352
삼성중공업,20260428,33350.0,1007.67025,-2931.83185,-2255.69395,-2466.6994,5172968.0,1725.184828
삼성중공업,20260427,33450.0,-66160.8888,-6042.0066,-4718.22285,-10727.98365,8131764.0,2720.075058
삼성중공업,20260424,34400.0,-41312.852,12990.472,-248.9184,623.8784,11182486.0,3846.775184
삼성중공업,20260423,34000.0,40467.718,16460.318,-3375.894,-241.706,24473941.0,8321.13994
삼성중공업,20260422,31800.0,25154.595,7247.1564,-2937.0798,2976.162,13693156.0,4354.423608
삼성중공업,20260421,30200.0,21442.7852,2582.9758,3976.1018,6188.7954,7744560.0,2338.85712
삼성중공업,20260420,28550.0,-13931.74335,1476.0921,-928.01775,-3780.0771,2830919.0,808.2273745
삼성중공업,20260417,29050.0,-6590.6897,-489.69585,-1104.91675,13.39205,3466991.0,1007.1608855
삼성중공업,20260416,28700.0,5787.6707,3275.9041,426.3385,-2212.483,4104793.0,1178.075591
삼성중공업,20260415,28100.0,-8626.138,573.6334,-1828.4951,-3268.1424,3562619.0,1001.095939
삼성중공업,20260414,27900.0,-23505.7779,3158.0568,-139.5837,-4944.6612,3450573.0,962.709867
삼성중공업,20260413,27600.0,-21431.7036,4023.8868,712.8528,-3944.4816,3225328.0,890.190528
삼성중공업,20260410,28550.0,-3123.79825,-542.13595,-54.67325,956.5392,3057410.0,872.890555
삼성중공업,20260409,28150.0,1511.1483,6648.55145,-3254.9845,-451.4134,4456036.0,1254.374134
삼성중공업,20260408,28300.0,3533.821,2976.2261,549.6709,-5014.6185,3725176.0,1054.224808
삼성중공업,20260407,26800.0,4802.5064,-202.4204,41.6204,-365.552,2298734.0,616.060712
삼성중공업,20260406,27000.0,-7776.405,-2947.995,-800.793,857.682,2511576.0,678.12552
삼성중공업,20260403,27900.0,-11955.4848,11766.1275,4028.1183,-2225.2482,4444306.0,1239.961374
삼성중공업,20260402,26900.0,-24714.644,8918.8295,13.181,-3235.5858,8177473.0,2199.740237
삼성중공업,20260401,27000.0,4256.415,3196.503,2730.024,7629.66,6677308.0,1802.87316
삼성중공업,20260331,24450.0,-37200.99285,1238.85705,783.5736,470.418,6237363.0,1525.0352535
삼성중공업,20260330,24500.0,-29741.8975,-9180.395,-1374.45,-1173.158,6468387.0,1584.754815
LG화학,20260512,388500.0,4932.0075,-4935.1155,-9344.979,-2036.9055,768731.0,2986.519935
