종목명,종목코드,AI수급점수,매수후보,진입유형,스윙우선순위,기관동행점수,수급품질점수,주도주점수,수급흡수율,수급지속일수,종목체급,전략슬리브,거래대금활력,20일평균거래대금(억),진입코멘트,매도점검,테마,정배열,추세품질점수,MA5,MA10,MA20,순위,날짜
삼성전자우,5935.0,29.0,신규후보,주도돌파,48.46,8.14,21.66,85.76,0.0653,2,대형,주도대형,1.37,1838.0,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,83000.0,82210.0,79910.0,1,2025-12-22
삼성바이오로직스,207940.0,25.0,관찰,주도눌림,39.87,0.89,4.0,75.74,-0.3317,1,대형,주도대형,0.75,1033.9,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,제약,True,100.0,1747000.0,1719300.0,1681550.0,2,2025-12-22
삼성물산,28260.0,20.0,관찰,관찰,14.21,12.32,50.6,59.9,0.5622,4,대형,관찰,0.77,880.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,복합기업,False,60.0,243800.0,247200.0,241275.0,3,2025-12-22
현대모비스,12330.0,27.0,관찰,관찰,9.78,3.1,0.0,55.83,-3.2598,0,대형,관찰,0.89,1110.6,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차부품,False,60.0,360100.0,362400.0,342100.0,4,2025-12-22
미래에셋증권,6800.0,19.0,관찰,관찰,7.04,6.4,8.0,50.14,-1.0276,0,대형,관찰,2.17,983.6,정배열 확인 전,수급훼손,증권,False,60.0,21834.8,21680.5,21742.7,5,2025-12-22
현대차,5380.0,21.0,관찰,관찰,6.93,1.42,0.0,68.67,-2.215,0,대형,관찰,0.82,3160.5,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,자동차,False,60.0,286400.0,293200.0,283750.0,6,2025-12-22
한화에어로스페이스,12450.0,10.0,관찰,관찰,3.48,5.24,22.3,66.69,0.2139,2,대형,관찰,0.75,1714.8,대형 주도주 조건 · 정배열 확인 전,추세훼손,우주항공과국방,False,60.0,873200.0,902200.0,882850.0,7,2025-12-22
SK하이닉스,660.0,15.0,관찰,관찰,3.44,0.9,4.0,71.4,-2.9058,0,대형,관찰,0.94,17833.5,대형 주도주 조건 · 정배열 확인 전,수급훼손,반도체와반도체장비,False,60.0,552000.0,560300.0,551550.0,8,2025-12-22
LG전자,66570.0,20.0,관찰,관찰,2.24,1.62,4.0,41.9,-4.4996,1,대형,관찰,0.85,697.3,연기금 10일 순매수 · 정배열 확인 전,추세훼손,전자제품,False,60.0,94120.0,94740.0,92190.0,9,2025-12-22
두산에너빌리티,34020.0,11.0,관찰,관찰,1.76,2.56,4.0,66.57,-0.5638,0,대형,관찰,1.15,2986.5,대형 주도주 조건 · 정배열 확인 전,수급훼손,기계,False,60.0,76540.0,77030.0,77010.0,10,2025-12-22
삼성생명,32830.0,26.0,제외,회피,0.99,14.73,53.0,55.24,1.3784,4,대형,관찰,0.84,357.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,False,60.0,154480.0,154580.0,154355.0,11,2025-12-22
삼성전자,5930.0,27.0,제외,회피,0.0,4.18,12.0,73.71,-1.8881,1,대형,관찰,1.29,18604.7,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,False,60.0,107020.0,107250.0,105515.0,12,2025-12-22
SK스퀘어,402340.0,16.0,제외,회피,0.0,3.3,4.0,41.74,-1.1017,1,대형,관찰,0.83,1264.1,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,복합기업,False,20.0,292000.0,301500.0,302650.0,13,2025-12-22
한화오션,42660.0,13.0,제외,회피,0.0,13.63,43.98,43.78,0.4717,3,대형,관찰,0.89,1398.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,조선,False,40.0,107940.0,110790.0,110070.0,14,2025-12-22
HD현대일렉트릭,267260.0,11.0,제외,회피,0.0,0.26,0.0,32.83,-0.5132,0,대형,관찰,0.79,977.5,역배열/추세 훼손,매도/제외,전기장비,False,40.0,809800.0,828800.0,812850.0,15,2025-12-22
셀트리온,68270.0,11.0,제외,회피,0.0,9.44,34.44,36.92,0.2729,4,대형,관찰,0.86,864.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,제약,False,40.0,184360.0,185610.0,185155.0,16,2025-12-22
기아,270.0,10.0,관찰,관찰,0.0,1.76,4.0,56.07,-1.3103,0,대형,관찰,0.91,1082.8,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차,False,60.0,120960.0,122470.0,119730.0,17,2025-12-22
HD한국조선해양,9540.0,10.0,제외,회피,0.0,4.16,14.4,25.22,0.0239,2,대형,관찰,0.93,645.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,40.0,418500.0,431400.0,426400.0,18,2025-12-22
LS ELECTRIC,10120.0,10.0,제외,회피,0.0,0.04,0.0,28.5,-2.4389,0,대형,관찰,0.89,763.8,역배열/추세 훼손,매도/제외,전기장비,False,40.0,94420.0,96790.0,95685.0,19,2025-12-22
삼성전기,9150.0,10.0,제외,회피,0.0,1.54,0.0,46.67,-1.7444,0,대형,관찰,0.84,1472.6,역배열/추세 훼손,매도/제외,전자장비와기기,False,40.0,255000.0,261800.0,258775.0,20,2025-12-22
SK,34730.0,7.0,제외,회피,0.0,12.16,51.8,6.73,0.9641,4,대형,관찰,0.67,447.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,252300.0,258650.0,259150.0,21,2025-12-22
POSCO홀딩스,5490.0,6.0,제외,회피,0.0,5.17,16.0,19.45,-0.1207,3,대형,관찰,1.12,783.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,40.0,306400.0,310700.0,310550.0,22,2025-12-22
신한지주,55550.0,6.0,제외,회피,0.0,3.54,16.0,19.12,-0.0652,3,대형,관찰,1.12,844.0,역배열/추세 훼손,매도/제외,은행,False,20.0,76860.0,77200.0,78135.0,23,2025-12-22
하나금융지주,86790.0,6.0,제외,회피,0.0,3.32,12.0,32.71,-0.5608,2,대형,관찰,1.01,552.6,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,60.0,92660.0,92400.0,93285.0,24,2025-12-22
삼성전자우,5935.0,31.0,신규후보,주도돌파,50.79,9.64,21.68,85.1,0.0655,2,대형,주도대형,1.3,1830.9,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,84200.0,82690.0,80455.0,1,2025-12-23
미래에셋증권,6800.0,31.0,관찰,주도돌파,46.85,8.01,8.0,69.14,-0.8697,0,대형,주도대형,2.45,1162.1,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,수급훼손,증권,True,100.0,22332.6,21904.5,21887.05,2,2025-12-23
삼성바이오로직스,207940.0,25.0,관찰,주도눌림,39.73,0.97,4.0,74.4,-0.3888,1,대형,주도대형,0.8,882.1,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,제약,True,100.0,1733000.0,1725300.0,1686200.0,3,2025-12-23
SK하이닉스,660.0,17.0,관찰,주도눌림,38.18,1.52,0.0,90.83,-2.9686,0,대형,주도대형,0.9,17456.3,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,562800.0,562100.0,554800.0,4,2025-12-23
삼성생명,32830.0,38.0,제외,회피,35.72,17.12,57.0,75.81,1.3253,4,대형,관찰,0.98,371.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,156920.0,155220.0,155215.0,5,2025-12-23
삼성전자,5930.0,29.0,제외,회피,23.66,5.7,12.0,93.71,-1.8543,1,대형,관찰,1.31,18943.2,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,True,100.0,108760.0,107560.0,106125.0,6,2025-12-23
한화오션,42660.0,30.0,관찰,관찰,22.56,15.56,44.98,58.59,0.3557,3,대형,관찰,1.72,1854.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,조선,False,60.0,110880.0,111610.0,110590.0,7,2025-12-23
현대모비스,12330.0,29.0,관찰,관찰,12.21,4.71,0.0,55.17,-3.19,0,대형,관찰,0.82,1134.9,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차부품,False,60.0,361300.0,362800.0,345575.0,8,2025-12-23
현대차,5380.0,21.0,관찰,관찰,6.91,1.4,0.0,68.67,-2.1804,0,대형,관찰,0.71,3210.7,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,자동차,False,60.0,286600.0,291200.0,285225.0,9,2025-12-23
한화에어로스페이스,12450.0,12.0,관찰,관찰,3.73,4.56,12.38,64.6,0.2155,2,대형,관찰,0.63,1702.4,대형 주도주 조건 · 정배열 확인 전,추세훼손,우주항공과국방,False,60.0,878200.0,896200.0,884900.0,10,2025-12-23
SK스퀘어,402340.0,15.0,제외,회피,0.0,1.79,4.0,41.74,-1.1617,1,대형,관찰,0.84,1198.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,복합기업,False,20.0,298800.0,300700.0,303875.0,11,2025-12-23
HD한국조선해양,9540.0,12.0,제외,회피,0.0,5.68,14.41,42.23,0.0242,2,대형,관찰,0.93,638.4,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,60.0,420400.0,429850.0,427000.0,12,2025-12-23
LG전자,66570.0,10.0,관찰,관찰,0.0,1.56,4.0,41.9,-4.5054,1,대형,관찰,0.82,696.4,연기금 10일 순매수 · 정배열 확인 전,추세훼손,전자제품,False,60.0,94040.0,94460.0,92565.0,13,2025-12-23
기아,270.0,10.0,관찰,관찰,0.0,0.87,0.0,54.83,-1.324,0,대형,관찰,0.79,1071.6,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차,False,60.0,120840.0,122110.0,120180.0,14,2025-12-23
SK,34730.0,8.0,제외,회피,0.0,9.94,41.8,5.3,0.9848,4,대형,관찰,0.63,437.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,251200.0,256300.0,259125.0,15,2025-12-23
두산에너빌리티,34020.0,8.0,제외,회피,0.0,4.06,4.0,34.57,-0.5629,0,대형,관찰,0.9,2991.5,역배열/추세 훼손,매도/제외,기계,False,20.0,76600.0,77120.0,77215.0,16,2025-12-23
HD현대중공업,329180.0,7.0,제외,회피,0.0,4.06,8.0,35.98,-0.1244,2,대형,관찰,0.8,1337.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,0.0,518200.0,536900.0,538100.0,17,2025-12-23
하나금융지주,86790.0,6.0,제외,회피,0.0,2.36,8.0,15.14,-0.5742,2,대형,관찰,0.88,539.7,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,40.0,92800.0,92400.0,93395.0,18,2025-12-23
KB금융,105560.0,5.0,제외,회피,0.0,11.67,48.24,34.89,0.4769,4,대형,관찰,0.75,1075.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,40.0,125200.0,125000.0,126330.0,19,2025-12-23
삼성물산,28260.0,5.0,제외,회피,0.0,12.29,50.6,32.9,0.5788,4,대형,관찰,0.76,854.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,40.0,243300.0,246050.0,241875.0,20,2025-12-23
셀트리온,68270.0,5.0,제외,회피,0.0,7.99,34.64,26.95,0.2769,4,대형,관찰,0.83,851.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 역배열/추세 훼손,매도/제외,제약,False,0.0,183800.0,185160.0,185170.0,21,2025-12-23
HD현대일렉트릭,267260.0,3.0,제외,회피,0.0,1.71,0.0,16.5,-0.5301,0,대형,관찰,0.74,946.2,역배열/추세 훼손,매도/제외,전기장비,False,40.0,803600.0,823400.0,813550.0,22,2025-12-23
LG에너지솔루션,373220.0,1.0,제외,회피,0.0,1.83,8.0,16.31,-0.1907,1,대형,관찰,1.01,1606.8,역배열/추세 훼손,매도/제외,전기제품,False,0.0,390100.0,414400.0,420125.0,23,2025-12-23
LS ELECTRIC,10120.0,0.0,제외,회피,0.0,0.04,0.0,11.5,-2.4742,0,대형,관찰,0.74,752.9,역배열/추세 훼손,매도/제외,전기장비,False,40.0,93820.0,96230.0,95925.0,24,2025-12-23
한화오션,42660.0,45.0,신규후보,주도눌림,60.96,10.51,42.49,83.9,0.3058,3,대형,주도대형,2.09,2157.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,조선,True,100.0,113020.0,112260.0,110845.0,1,2025-12-24
삼성전자우,5935.0,31.0,신규후보,주도돌파,51.23,10.26,17.76,84.54,0.0671,2,대형,주도대형,1.12,1788.3,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,84580.0,83170.0,80880.0,2,2025-12-24
삼성생명,32830.0,29.0,관찰,관찰,49.79,18.64,57.0,75.81,1.3144,4,대형,관찰,1.03,374.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,생명보험,True,100.0,158940.0,156150.0,155820.0,3,2025-12-24
미래에셋증권,6800.0,22.0,관찰,주도눌림,45.41,9.5,8.0,75.48,-0.8516,0,대형,주도대형,2.44,1186.8,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,수급훼손,증권,True,100.0,22870.4,22078.8,21919.45,4,2025-12-24
SK하이닉스,660.0,26.0,관찰,주도눌림,42.99,0.93,4.0,91.4,-3.0942,0,대형,주도대형,0.91,16748.2,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,570200.0,562200.0,558000.0,5,2025-12-24
삼성전자,5930.0,31.0,제외,회피,25.25,6.32,8.0,93.14,-1.8945,1,대형,관찰,1.23,18541.6,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,True,100.0,109400.0,107870.0,106540.0,6,2025-12-24
현대차,5380.0,23.0,관찰,관찰,9.38,2.94,0.0,68.67,-2.0927,0,대형,관찰,0.79,3345.2,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,자동차,False,60.0,287200.0,289850.0,286600.0,7,2025-12-24
현대모비스,12330.0,20.0,관찰,관찰,8.64,6.4,0.0,56.5,-3.1599,0,대형,관찰,0.77,1145.7,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차부품,False,60.0,361900.0,363100.0,348925.0,8,2025-12-24
SK스퀘어,402340.0,15.0,관찰,관찰,2.98,1.79,4.0,63.74,-1.2055,1,대형,관찰,0.77,1155.3,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,복합기업,False,60.0,306400.0,300400.0,305375.0,9,2025-12-24
기아,270.0,12.0,관찰,관찰,0.44,2.41,0.0,55.5,-1.3293,0,대형,관찰,0.71,1067.3,연기금 10일 순매수 · 정배열 확인 전,추세훼손,자동차,False,60.0,120740.0,121870.0,120570.0,10,2025-12-24
POSCO홀딩스,5490.0,21.0,제외,회피,0.0,3.67,16.0,24.45,-0.1199,3,대형,관찰,1.1,787.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,20.0,305700.0,309550.0,310525.0,11,2025-12-24
하나금융지주,86790.0,12.0,관찰,관찰,0.0,2.35,8.0,42.14,-0.5783,2,대형,관찰,0.87,535.8,연기금 10일 순매수 · 정배열 확인 전,추세훼손,은행,False,60.0,93220.0,92730.0,93495.0,12,2025-12-24
한화에어로스페이스,12450.0,11.0,제외,회피,0.0,3.13,12.43,47.61,0.2166,2,대형,관찰,0.65,1693.2,역배열/추세 훼손,매도/제외,우주항공과국방,False,40.0,879800.0,891700.0,885250.0,13,2025-12-24
삼성바이오로직스,207940.0,10.0,관찰,관찰,0.0,0.98,4.0,53.74,-0.4193,1,대형,관찰,0.84,818.0,정배열 확인 전,수급훼손,제약,False,60.0,1721200.0,1727900.0,1688200.0,14,2025-12-24
SK,34730.0,8.0,제외,회피,0.0,9.95,41.8,5.3,1.0017,4,대형,관찰,0.64,430.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,249600.0,254500.0,258925.0,15,2025-12-24
KB금융,105560.0,6.0,제외,회피,0.0,13.32,49.2,33.7,0.496,4,대형,관찰,0.66,1034.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,40.0,125560.0,125160.0,126400.0,16,2025-12-24
LG전자,66570.0,6.0,제외,회피,0.0,1.65,4.0,14.9,-4.5465,1,대형,관찰,0.72,690.1,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,40.0,93280.0,94260.0,92865.0,17,2025-12-24
삼성물산,28260.0,6.0,제외,회피,0.0,12.27,50.6,41.56,0.6199,4,대형,관찰,0.76,798.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,40.0,242700.0,245300.0,242075.0,18,2025-12-24
두산에너빌리티,34020.0,5.0,제외,회피,0.0,0.14,0.0,29.0,-0.5778,0,대형,관찰,0.85,2914.3,역배열/추세 훼손,매도/제외,기계,False,0.0,76680.0,77030.0,77125.0,19,2025-12-24
셀트리온,68270.0,5.0,제외,회피,0.0,8.39,36.48,27.21,0.2895,4,대형,관찰,0.82,814.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,제약,False,0.0,183200.0,184790.0,184900.0,20,2025-12-24
신한지주,55550.0,5.0,제외,회피,0.0,2.71,12.0,25.55,-0.0665,3,대형,관찰,0.87,826.7,역배열/추세 훼손,매도/제외,은행,False,40.0,77280.0,77060.0,78025.0,21,2025-12-24
HD현대중공업,329180.0,3.0,제외,회피,0.0,6.45,12.0,26.88,-0.1491,2,대형,관찰,0.9,1115.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,0.0,518200.0,531700.0,536350.0,22,2025-12-24
HD현대일렉트릭,267260.0,2.0,제외,회피,0.0,0.24,0.0,16.5,-0.5364,0,대형,관찰,0.73,935.1,역배열/추세 훼손,매도/제외,전기장비,False,40.0,795200.0,816500.0,812700.0,23,2025-12-24
LG에너지솔루션,373220.0,2.0,제외,회피,0.0,1.79,8.0,16.31,-0.1977,1,대형,관찰,0.99,1550.3,역배열/추세 훼손,매도/제외,전기제품,False,0.0,385100.0,409300.0,417875.0,24,2025-12-24
삼성전자우,5935.0,33.0,관찰,주도돌파,53.03,11.84,17.58,80.18,0.0635,2,대형,주도대형,1.19,1888.4,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,85740.0,83880.0,81455.0,1,2025-12-26
삼성전자,5930.0,33.0,신규후보,주도돌파,51.76,8.74,12.0,88.71,-1.7849,1,대형,주도대형,1.34,19680.2,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,111280.0,108840.0,107215.0,2,2025-12-26
SK하이닉스,660.0,38.0,관찰,주도눌림,51.25,2.45,4.0,91.4,-3.0438,0,대형,주도대형,1.0,17025.2,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,579600.0,565600.0,560750.0,3,2025-12-26
한화오션,42660.0,26.0,신규후보,주도눌림,51.23,12.04,41.92,83.82,0.2944,3,대형,주도대형,2.19,2241.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,조선,True,100.0,115620.0,112600.0,111145.0,4,2025-12-26
미래에셋증권,6800.0,24.0,관찰,주도눌림,47.89,11.05,8.0,75.48,-0.8293,0,대형,주도대형,2.14,1218.8,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,수급훼손,증권,True,100.0,23029.8,22228.2,21954.3,5,2025-12-26
삼성생명,32830.0,21.0,관찰,관찰,46.45,20.16,57.0,75.81,1.2835,4,대형,관찰,1.07,383.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,생명보험,True,100.0,161080.0,157090.0,156275.0,6,2025-12-26
현대모비스,12330.0,12.0,관찰,주도눌림,36.79,7.87,0.0,66.5,-3.1894,0,대형,주도대형,0.75,1135.1,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,자동차부품,True,100.0,363100.0,362850.0,351600.0,7,2025-12-26
SK스퀘어,402340.0,27.0,관찰,관찰,10.41,3.29,4.0,58.74,-1.2017,1,대형,관찰,0.87,1158.9,연기금 10일 순매수 · 정배열 확인 전,추세훼손,복합기업,False,60.0,315200.0,303100.0,307050.0,8,2025-12-26
SK,34730.0,19.0,제외,회피,0.0,12.16,51.8,1.73,0.9985,4,대형,관찰,0.73,431.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,248300.0,252850.0,258475.0,9,2025-12-26
삼성전기,9150.0,18.0,제외,회피,0.0,4.3,0.0,26.0,-1.9325,0,대형,관찰,0.84,1329.3,역배열/추세 훼손,매도/제외,전자장비와기기,False,0.0,254300.0,257450.0,259300.0,10,2025-12-26
삼성바이오로직스,207940.0,10.0,관찰,관찰,0.0,0.99,4.0,52.4,-0.4383,1,대형,관찰,0.83,782.6,정배열 확인 전,수급훼손,제약,False,60.0,1712000.0,1730200.0,1690500.0,11,2025-12-26
두산에너빌리티,34020.0,10.0,제외,회피,0.0,1.0,4.0,22.57,-0.5645,0,대형,관찰,0.94,2983.2,역배열/추세 훼손,매도/제외,기계,False,0.0,76500.0,76660.0,76925.0,12,2025-12-26
하나금융지주,86790.0,6.0,관찰,관찰,0.0,3.83,8.0,32.14,-0.5847,2,대형,관찰,0.84,530.0,연기금 10일 순매수 · 정배열 확인 전,추세훼손,은행,False,60.0,93640.0,92950.0,93520.0,13,2025-12-26
삼성물산,28260.0,6.0,제외,회피,0.0,12.27,50.6,30.9,0.6333,4,대형,관찰,0.8,781.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,40.0,242900.0,244150.0,242525.0,14,2025-12-26
한화에어로스페이스,12450.0,6.0,제외,회피,0.0,5.44,22.7,39.08,0.222,2,대형,관찰,0.65,1652.2,역배열/추세 훼손,매도/제외,우주항공과국방,False,40.0,883600.0,888300.0,885600.0,15,2025-12-26
현대차,5380.0,6.0,제외,회피,0.0,1.41,0.0,41.67,-2.0419,0,대형,관찰,0.79,3428.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,287900.0,288900.0,287825.0,16,2025-12-26
KB금융,105560.0,5.0,제외,회피,0.0,9.61,39.4,32.3,0.5022,4,대형,관찰,0.59,1021.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,40.0,125680.0,125140.0,126445.0,17,2025-12-26
LG전자,66570.0,5.0,제외,회피,0.0,0.77,0.0,14.33,-4.5904,1,대형,관찰,0.64,683.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,40.0,93000.0,93950.0,93175.0,18,2025-12-26
POSCO홀딩스,5490.0,5.0,제외,회피,0.0,3.67,16.0,20.79,-0.1186,3,대형,관찰,1.08,796.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,0.0,306700.0,309550.0,310275.0,19,2025-12-26
기아,270.0,5.0,제외,회피,0.0,0.87,0.0,28.5,-1.3316,0,대형,관찰,0.65,1065.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,120620.0,121560.0,120860.0,20,2025-12-26
신한지주,55550.0,5.0,제외,회피,0.0,2.71,12.0,24.88,-0.0672,3,대형,관찰,0.81,818.5,역배열/추세 훼손,매도/제외,은행,False,40.0,77400.0,77030.0,77950.0,21,2025-12-26
HD현대일렉트릭,267260.0,2.0,제외,회피,0.0,0.26,0.0,1.5,-0.5283,0,대형,관찰,0.75,949.5,역배열/추세 훼손,매도/제외,전기장비,False,0.0,790000.0,808300.0,811000.0,22,2025-12-26
LG에너지솔루션,373220.0,2.0,제외,회피,0.0,0.9,4.0,15.74,-0.2029,1,대형,관찰,0.77,1510.2,역배열/추세 훼손,매도/제외,전기제품,False,0.0,386100.0,403050.0,415150.0,23,2025-12-26
LS ELECTRIC,10120.0,1.0,제외,회피,0.0,0.03,0.0,0.0,-2.6551,0,대형,관찰,0.65,701.6,역배열/추세 훼손,매도/제외,전기장비,False,0.0,93180.0,94660.0,95965.0,24,2025-12-26
미래에셋증권,6800.0,35.0,관찰,주도눌림,55.63,12.65,8.0,75.48,-0.8097,0,대형,주도대형,1.55,1248.3,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,수급훼손,증권,True,100.0,23228.8,22377.5,22046.4,1,2025-12-29
한화오션,42660.0,28.0,신규후보,주도눌림,53.78,13.68,41.96,83.83,0.2952,3,대형,주도대형,2.19,2235.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,조선,True,100.0,116840.0,112750.0,111535.0,2,2025-12-29
삼성전자우,5935.0,24.0,신규후보,주도돌파,49.15,13.41,17.55,80.17,0.0629,2,대형,주도대형,1.16,1906.4,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,87040.0,84590.0,82195.0,3,2025-12-29
현대모비스,12330.0,23.0,관찰,관찰,38.53,9.35,0.0,76.5,-3.1891,0,대형,관찰,0.6,1135.2,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차부품,True,100.0,363100.0,361750.0,354450.0,4,2025-12-29
삼성전자,5930.0,15.0,관찰,주도돌파,36.23,2.75,12.0,88.71,-1.7487,1,대형,주도대형,1.27,20087.4,대형 주도주 조건 · 대형 주도주 돌파,보유/관찰,반도체와반도체장비,True,100.0,113920.0,109900.0,108165.0,5,2025-12-29
삼성생명,32830.0,10.0,관찰,관찰,34.91,14.1,57.0,75.81,1.2899,4,대형,관찰,1.15,381.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,생명보험,True,100.0,161600.0,157300.0,156510.0,6,2025-12-29
SK하이닉스,660.0,20.0,관찰,과열주의,26.81,3.98,4.0,86.4,-2.9358,0,대형,관찰,1.06,17651.3,대형 주도주 조건 · 이격/RSI 과열,수급훼손,반도체와반도체장비,True,100.0,598200.0,572500.0,566250.0,7,2025-12-29
한화에어로스페이스,12450.0,29.0,관찰,관찰,16.0,7.13,22.2,66.0,0.212,2,대형,관찰,0.78,1730.4,대형 주도주 조건 · 정배열 확인 전,추세훼손,우주항공과국방,False,60.0,896600.0,887100.0,890450.0,8,2025-12-29
