거래ID,진입일,종목명,종목코드,진입순위,AI수급점수,진입유형,스윙우선순위,추천소스,진입코멘트,보유일수,청산방식,청산사유,진입가,청산일,청산가,수익률,상태
20251219_삼성전자우_D10,2025-12-19,삼성전자우,5935.0,1,27.0,주도돌파,46.0,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,10,D+10,D+10,83300.0,2026-01-07,103300.0,24.0096,closed
20251219_삼성전자우_D5,2025-12-19,삼성전자우,5935.0,1,27.0,주도돌파,46.0,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,D+5,D+5,83300.0,2025-12-29,89800.0,7.8031,closed
20251219_삼성전자우_SIGNAL,2025-12-19,삼성전자우,5935.0,1,27.0,주도돌파,46.0,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,8,시그널,목표수익+,83300.0,2026-01-05,102000.0,22.449,closed
20251222_삼성전자우_D10,2025-12-22,삼성전자우,5935.0,1,29.0,주도돌파,48.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,85300.0,2026-01-08,101900.0,19.4607,closed
20251222_삼성전자우_D5,2025-12-22,삼성전자우,5935.0,1,29.0,주도돌파,48.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,85300.0,2025-12-30,89200.0,4.5721,closed
20251222_삼성전자우_SIGNAL,2025-12-22,삼성전자우,5935.0,1,29.0,주도돌파,48.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,7,시그널,목표수익+,85300.0,2026-01-05,102000.0,19.578,closed
20251223_삼성전자우_D10,2025-12-23,삼성전자우,5935.0,1,31.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,85800.0,2026-01-09,103000.0,20.0466,closed
20251223_삼성전자우_D5,2025-12-23,삼성전자우,5935.0,1,31.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,85800.0,2026-01-02,94400.0,10.0233,closed
20251223_삼성전자우_SIGNAL,2025-12-23,삼성전자우,5935.0,1,31.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,6,시그널,목표수익+,85800.0,2026-01-05,102000.0,18.8811,closed
20251224_한화오션_D10,2025-12-24,한화오션,42660.0,1,45.0,주도눌림,60.96,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,119000.0,2026-01-12,145700.0,22.437,closed
20251224_삼성전자우_D10,2025-12-24,삼성전자우,5935.0,2,31.0,주도돌파,51.23,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,85800.0,2026-01-12,103600.0,20.7459,closed
20251224_한화오션_D5,2025-12-24,한화오션,42660.0,1,45.0,주도눌림,60.96,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,119000.0,2026-01-05,117900.0,-0.9244,closed
20251224_삼성전자우_D5,2025-12-24,삼성전자우,5935.0,2,31.0,주도돌파,51.23,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,85800.0,2026-01-05,102000.0,18.8811,closed
20251224_한화오션_SIGNAL,2025-12-24,한화오션,42660.0,1,45.0,주도눌림,60.96,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,3,시그널,손절,119000.0,2025-12-30,113600.0,-4.5378,closed
20251224_삼성전자우_SIGNAL,2025-12-24,삼성전자우,5935.0,2,31.0,주도돌파,51.23,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,85800.0,2026-01-05,102000.0,18.8811,closed
20251226_삼성전자_D10,2025-12-26,삼성전자,5930.0,1,33.0,주도돌파,51.76,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,117000.0,2026-01-13,137600.0,17.6068,closed
20251226_한화오션_D10,2025-12-26,한화오션,42660.0,2,26.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,116500.0,2026-01-13,149900.0,28.6695,closed
20251226_삼성전자_D5,2025-12-26,삼성전자,5930.0,1,33.0,주도돌파,51.76,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,117000.0,2026-01-06,138900.0,18.7179,closed
20251226_한화오션_D5,2025-12-26,한화오션,42660.0,2,26.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,116500.0,2026-01-06,119800.0,2.8326,closed
20251226_삼성전자_SIGNAL,2025-12-26,삼성전자,5930.0,1,33.0,주도돌파,51.76,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,117000.0,2026-01-06,138900.0,18.7179,closed
20251226_한화오션_SIGNAL,2025-12-26,한화오션,42660.0,2,26.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,8,시그널,목표수익+,116500.0,2026-01-09,134400.0,15.3648,closed
20251229_한화오션_D10,2025-12-29,한화오션,42660.0,1,28.0,주도눌림,53.78,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,115600.0,2026-01-14,142000.0,22.8374,closed
20251229_삼성전자우_D10,2025-12-29,삼성전자우,5935.0,2,24.0,주도돌파,49.15,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,89800.0,2026-01-14,103900.0,15.7016,closed
20251229_한화오션_D5,2025-12-29,한화오션,42660.0,1,28.0,주도눌림,53.78,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,115600.0,2026-01-07,121200.0,4.8443,closed
20251229_삼성전자우_D5,2025-12-29,삼성전자우,5935.0,2,24.0,주도돌파,49.15,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,89800.0,2026-01-07,103300.0,15.0334,closed
20251229_삼성전자우_SIGNAL,2025-12-29,삼성전자우,5935.0,2,24.0,주도돌파,49.15,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,89800.0,2026-01-07,103300.0,15.0334,closed
20251229_한화오션_SIGNAL,2025-12-29,한화오션,42660.0,1,28.0,주도눌림,53.78,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,7,시그널,목표수익+,115600.0,2026-01-09,134400.0,16.263,closed
20251230_삼성전자우_D10,2025-12-30,삼성전자우,5935.0,1,35.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,89200.0,2026-01-15,106800.0,19.7309,closed
20251230_한화오션_D10,2025-12-30,한화오션,42660.0,2,20.0,주도눌림,50.54,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,113600.0,2026-01-15,148900.0,31.0739,closed
20251230_삼성전자우_D5,2025-12-30,삼성전자우,5935.0,1,35.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,89200.0,2026-01-08,101900.0,14.2377,closed
20251230_한화오션_D5,2025-12-30,한화오션,42660.0,2,20.0,주도눌림,50.54,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,113600.0,2026-01-08,129700.0,14.1725,closed
20251230_삼성전자우_SIGNAL,2025-12-30,삼성전자우,5935.0,1,35.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,6,시그널,목표수익+,89200.0,2026-01-09,103000.0,15.4709,closed
20251230_한화오션_SIGNAL,2025-12-30,한화오션,42660.0,2,20.0,주도눌림,50.54,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,6,시그널,목표수익+,113600.0,2026-01-09,134400.0,18.3099,closed
20260102_한화오션_D10,2026-01-02,한화오션,42660.0,1,21.0,주도눌림,52.47,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,114700.0,2026-01-16,147000.0,28.1604,closed
20260102_한화오션_D5,2026-01-02,한화오션,42660.0,1,21.0,주도눌림,52.47,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,114700.0,2026-01-09,134400.0,17.1752,closed
20260102_한화오션_SIGNAL,2026-01-02,한화오션,42660.0,1,21.0,주도눌림,52.47,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,114700.0,2026-01-09,134400.0,17.1752,closed
20260105_한화오션_D10,2026-01-05,한화오션,42660.0,1,24.0,주도눌림,54.56,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,117900.0,2026-01-19,148800.0,26.2087,closed
20260105_한화에어로스페이스_D10,2026-01-05,한화에어로스페이스,12450.0,2,30.0,주도돌파,51.07,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,1012000.0,2026-01-19,1330000.0,31.4229,closed
20260105_한화오션_D5,2026-01-05,한화오션,42660.0,1,24.0,주도눌림,54.56,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,117900.0,2026-01-12,145700.0,23.5793,closed
20260105_한화에어로스페이스_D5,2026-01-05,한화에어로스페이스,12450.0,2,30.0,주도돌파,51.07,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,1012000.0,2026-01-12,1212000.0,19.7628,closed
20260105_한화오션_SIGNAL,2026-01-05,한화오션,42660.0,1,24.0,주도눌림,54.56,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,117900.0,2026-01-12,145700.0,23.5793,closed
20260105_한화에어로스페이스_SIGNAL,2026-01-05,한화에어로스페이스,12450.0,2,30.0,주도돌파,51.07,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,1012000.0,2026-01-12,1212000.0,19.7628,closed
20260106_한화오션_D10,2026-01-06,한화오션,42660.0,1,26.0,주도눌림,56.17,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,119800.0,2026-01-20,147100.0,22.788,closed
20260106_한화오션_D5,2026-01-06,한화오션,42660.0,1,26.0,주도눌림,56.17,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,119800.0,2026-01-13,149900.0,25.1252,closed
20260106_한화오션_SIGNAL,2026-01-06,한화오션,42660.0,1,26.0,주도눌림,56.17,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,119800.0,2026-01-13,149900.0,25.1252,closed
20260107_현대모비스_D10,2026-01-07,현대모비스,12330.0,1,46.0,주도눌림,66.8,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,392500.0,2026-01-21,487500.0,24.2038,closed
20260107_한화오션_D10,2026-01-07,한화오션,42660.0,2,37.0,주도눌림,64.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,121200.0,2026-01-21,141500.0,16.7492,closed
20260107_한화에어로스페이스_D10,2026-01-07,한화에어로스페이스,12450.0,3,24.0,주도돌파,50.1,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,1010000.0,2026-01-21,1315000.0,30.198,closed
20260107_현대모비스_D5,2026-01-07,현대모비스,12330.0,1,46.0,주도눌림,66.8,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,392500.0,2026-01-14,450000.0,14.6497,closed
20260107_한화오션_D5,2026-01-07,한화오션,42660.0,2,37.0,주도눌림,64.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,121200.0,2026-01-14,142000.0,17.1617,closed
20260107_한화에어로스페이스_D5,2026-01-07,한화에어로스페이스,12450.0,3,24.0,주도돌파,50.1,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,1010000.0,2026-01-14,1269000.0,25.6436,closed
20260107_현대모비스_SIGNAL,2026-01-07,현대모비스,12330.0,1,46.0,주도눌림,66.8,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익,392500.0,2026-01-14,450000.0,14.6497,closed
20260107_한화오션_SIGNAL,2026-01-07,한화오션,42660.0,2,37.0,주도눌림,64.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,121200.0,2026-01-14,142000.0,17.1617,closed
20260107_한화에어로스페이스_SIGNAL,2026-01-07,한화에어로스페이스,12450.0,3,24.0,주도돌파,50.1,리플레이,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,1010000.0,2026-01-14,1269000.0,25.6436,closed
20260108_현대모비스_D10,2026-01-08,현대모비스,12330.0,1,36.0,주도눌림,62.4,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,391000.0,2026-01-22,453500.0,15.9847,closed
20260108_셀트리온_D10,2026-01-08,셀트리온,68270.0,2,20.0,주도돌파,43.07,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,213000.0,2026-01-22,208000.0,-2.3474,closed
20260108_현대모비스_D5,2026-01-08,현대모비스,12330.0,1,36.0,주도눌림,62.4,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,391000.0,2026-01-15,450500.0,15.2174,closed
20260108_셀트리온_D5,2026-01-08,셀트리온,68270.0,2,20.0,주도돌파,43.07,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,213000.0,2026-01-15,210500.0,-1.1737,closed
20260108_현대모비스_SIGNAL,2026-01-08,현대모비스,12330.0,1,36.0,주도눌림,62.4,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,391000.0,2026-01-15,450500.0,15.2174,closed
20260108_셀트리온_SIGNAL,2026-01-08,셀트리온,68270.0,2,20.0,주도돌파,43.07,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,9,시그널,손절,213000.0,2026-01-21,204000.0,-4.2254,closed
20260109_현대모비스_D10,2026-01-09,현대모비스,12330.0,1,26.0,주도돌파,55.83,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,399500.0,2026-01-23,457500.0,14.5181,closed
20260109_현대모비스_D5,2026-01-09,현대모비스,12330.0,1,26.0,주도돌파,55.83,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,399500.0,2026-01-16,431000.0,7.8849,closed
20260109_현대모비스_SIGNAL,2026-01-09,현대모비스,12330.0,1,26.0,주도돌파,55.83,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,6,시그널,목표수익,399500.0,2026-01-19,457500.0,14.5181,closed
20260112_현대모비스_D10,2026-01-12,현대모비스,12330.0,1,36.0,주도눌림,65.28,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,394000.0,2026-01-26,465500.0,18.1472,closed
20260112_현대모비스_D5,2026-01-12,현대모비스,12330.0,1,36.0,주도눌림,65.28,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,394000.0,2026-01-19,457500.0,16.1168,closed
20260112_현대모비스_SIGNAL,2026-01-12,현대모비스,12330.0,1,36.0,주도눌림,65.28,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익+,394000.0,2026-01-19,457500.0,16.1168,closed
20260114_셀트리온_D10,2026-01-14,셀트리온,68270.0,1,26.0,주도눌림,47.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,211500.0,2026-01-28,218500.0,3.3097,closed
20260114_POSCO홀딩스_D10,2026-01-14,POSCO홀딩스,5490.0,2,21.0,주도돌파,42.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,345000.0,2026-01-28,378000.0,9.5652,closed
20260114_셀트리온_D5,2026-01-14,셀트리온,68270.0,1,26.0,주도눌림,47.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,211500.0,2026-01-21,204000.0,-3.5461,closed
20260114_POSCO홀딩스_D5,2026-01-14,POSCO홀딩스,5490.0,2,21.0,주도돌파,42.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,345000.0,2026-01-21,351000.0,1.7391,closed
20260114_셀트리온_SIGNAL,2026-01-14,셀트리온,68270.0,1,26.0,주도눌림,47.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,13,시그널,손절,211500.0,2026-02-02,203000.0,-4.0189,closed
20260114_POSCO홀딩스_SIGNAL,2026-01-14,POSCO홀딩스,5490.0,2,21.0,주도돌파,42.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,20,시그널,D+20,345000.0,2026-02-11,372000.0,7.8261,closed
20260115_셀트리온_D10,2026-01-15,셀트리온,68270.0,1,27.0,주도눌림,47.65,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,210500.0,2026-01-29,214500.0,1.9002,closed
20260115_셀트리온_D5,2026-01-15,셀트리온,68270.0,1,27.0,주도눌림,47.65,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,210500.0,2026-01-22,208000.0,-1.1876,closed
20260115_셀트리온_SIGNAL,2026-01-15,셀트리온,68270.0,1,27.0,주도눌림,47.65,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,12,시그널,지지이탈,210500.0,2026-02-02,203000.0,-3.5629,closed
20260116_현대모비스_D10,2026-01-16,현대모비스,12330.0,1,25.0,주도돌파,62.2,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,431000.0,2026-01-30,449000.0,4.1763,closed
20260116_셀트리온_D10,2026-01-16,셀트리온,68270.0,2,27.0,주도눌림,47.6,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,209000.0,2026-01-30,210000.0,0.4785,closed
20260116_POSCO홀딩스_D10,2026-01-16,POSCO홀딩스,5490.0,3,26.0,주도눌림,43.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,331500.0,2026-01-30,347500.0,4.8265,closed
20260116_현대모비스_D5,2026-01-16,현대모비스,12330.0,1,25.0,주도돌파,62.2,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,431000.0,2026-01-23,457500.0,6.1485,closed
20260116_셀트리온_D5,2026-01-16,셀트리온,68270.0,2,27.0,주도눌림,47.6,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,209000.0,2026-01-23,212000.0,1.4354,closed
20260116_POSCO홀딩스_D5,2026-01-16,POSCO홀딩스,5490.0,3,26.0,주도눌림,43.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,331500.0,2026-01-23,368000.0,11.0106,closed
20260116_현대모비스_SIGNAL,2026-01-16,현대모비스,12330.0,1,25.0,주도돌파,62.2,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,수급훼손,431000.0,2026-01-23,457500.0,6.1485,closed
20260116_POSCO홀딩스_SIGNAL,2026-01-16,POSCO홀딩스,5490.0,3,26.0,주도눌림,43.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,7,시그널,목표수익,331500.0,2026-01-27,359500.0,8.4465,closed
20260116_셀트리온_SIGNAL,2026-01-16,셀트리온,68270.0,2,27.0,주도눌림,47.6,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 대형 주도주 눌림,11,시그널,지지이탈,209000.0,2026-02-02,203000.0,-2.8708,closed
20260119_POSCO홀딩스_D10,2026-01-19,POSCO홀딩스,5490.0,1,28.0,주도돌파,44.09,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,10,D+10,D+10,347500.0,2026-02-02,341500.0,-1.7266,closed
20260119_POSCO홀딩스_D5,2026-01-19,POSCO홀딩스,5490.0,1,28.0,주도돌파,44.09,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,D+5,D+5,347500.0,2026-01-26,365000.0,5.036,closed
20260119_POSCO홀딩스_SIGNAL,2026-01-19,POSCO홀딩스,5490.0,1,28.0,주도돌파,44.09,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,20,시그널,D+20,347500.0,2026-02-19,389000.0,11.9424,closed
20260120_삼성전자우_D10,2026-01-20,삼성전자우,5935.0,1,26.0,주도돌파,51.69,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,107100.0,2026-02-03,120600.0,12.605,closed
20260120_삼성전자우_D5,2026-01-20,삼성전자우,5935.0,1,26.0,주도돌파,51.69,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,107100.0,2026-01-27,113800.0,6.2558,closed
20260120_삼성전자우_SIGNAL,2026-01-20,삼성전자우,5935.0,1,26.0,주도돌파,51.69,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,16,시그널,목표수익,107100.0,2026-02-11,116100.0,8.4034,closed
20260121_KB금융_D10,2026-01-21,KB금융,105560.0,1,30.0,주도돌파,51.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,136800.0,2026-02-04,142100.0,3.8743,closed
20260121_SK_D10,2026-01-21,SK,34730.0,2,26.0,주도돌파,48.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,293000.0,2026-02-04,331000.0,12.9693,closed
20260121_KB금융_D5,2026-01-21,KB금융,105560.0,1,30.0,주도돌파,51.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,136800.0,2026-01-28,137900.0,0.8041,closed
20260121_SK_D5,2026-01-21,SK,34730.0,2,26.0,주도돌파,48.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,293000.0,2026-01-28,305500.0,4.2662,closed
20260121_KB금융_SIGNAL,2026-01-21,KB금융,105560.0,1,30.0,주도돌파,51.63,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,7,시그널,수급훼손,136800.0,2026-01-30,135200.0,-1.1696,closed
20260121_SK_SIGNAL,2026-01-21,SK,34730.0,2,26.0,주도돌파,48.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,15,시그널,목표수익+,293000.0,2026-02-11,338000.0,15.3584,closed
20260122_KB금융_D10,2026-01-22,KB금융,105560.0,1,25.0,주도눌림,51.04,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,134700.0,2026-02-05,139500.0,3.5635,closed
20260122_POSCO홀딩스_D10,2026-01-22,POSCO홀딩스,5490.0,2,39.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,10,D+10,D+10,359500.0,2026-02-05,367000.0,2.0862,closed
20260122_HD현대중공업_D10,2026-01-22,HD현대중공업,329180.0,3,32.0,주도눌림,46.37,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,613000.0,2026-02-05,550000.0,-10.2773,closed
