종목명,일자,종가,외인,연기금,투신,사모
KODEX CD금리액티브(합성),20260304,1073465.0,199.0,0.0,2222.0,-9720.0
KODEX CD금리액티브(합성),20260303,1073385.0,3.0,0.0,0.0,0.0
KODEX CD금리액티브(합성),20260227,1073310.0,169.0,0.0,2268.0,0.0
KODEX CD금리액티브(합성),20260226,1073230.0,58.0,0.0,4615.0,-176.0
KODEX CD금리액티브(합성),20260225,1072900.0,-3.0,0.0,925.0,0.0
KODEX CD금리액티브(합성),20260224,1072820.0,4.0,0.0,69.0,1812.0
한진칼,20260324,121300.0,-1451.0,347.0,-20.0,-42.0
한진칼,20260323,118800.0,-3602.0,38.0,-1755.0,27.0
한진칼,20260320,130000.0,925.0,3.0,11.0,-742.0
한진칼,20260319,128000.0,-12582.0,-1156.0,-1126.0,-97.0
한진칼,20260318,122100.0,-2345.0,345.0,-84.0,-289.0
한진칼,20260317,117400.0,-1404.0,4.0,-323.0,-24.0
한진칼,20260316,116200.0,1478.0,-25.0,-507.0,-86.0
한진칼,20260313,115600.0,-2091.0,-187.0,-307.0,-1210.0
한진칼,20260312,123000.0,-3955.0,57.0,167.0,-119.0
한진칼,20260311,120600.0,-5773.0,0.0,-8.0,-18.0
한진칼,20260310,124500.0,1496.0,263.0,-15.0,-96.0
한진칼,20260309,114000.0,-1872.0,-457.0,-242.0,-203.0
한진칼,20260306,123700.0,-1976.0,-41.0,-25.0,-43.0
한진칼,20260305,121200.0,-908.0,-97.0,-271.0,-14.0
한진칼,20260304,113000.0,1263.0,-2587.0,-185.0,111.0
한진칼,20260303,136500.0,579.0,-3568.0,-572.0,34.0
한진칼,20260227,156300.0,1096.0,-368.0,-609.0,-166.0
한진칼,20260226,172500.0,8542.0,460.0,55.0,46.0
한진칼,20260225,173000.0,3922.0,735.0,67.0,61.0
한진칼,20260224,161400.0,5701.0,-632.0,-429.0,137.0
HD현대마린솔루션,20260324,179800.0,957.0,976.0,537.0,598.0
HD현대마린솔루션,20260323,169800.0,-963.0,-292.0,-190.0,-544.0
HD현대마린솔루션,20260320,182700.0,1584.0,93.0,24.0,436.0
HD현대마린솔루션,20260319,178200.0,4343.0,-1927.0,-502.0,-378.0
HD현대마린솔루션,20260318,183400.0,3093.0,-1920.0,144.0,706.0
HD현대마린솔루션,20260317,176900.0,5424.0,-767.0,-128.0,-28.0
HD현대마린솔루션,20260316,170200.0,-1748.0,113.0,-35.0,-34.0
HD현대마린솔루션,20260313,173100.0,-2474.0,213.0,920.0,-15.0
HD현대마린솔루션,20260312,178100.0,-1432.0,-737.0,13.0,-30.0
HD현대마린솔루션,20260311,177800.0,7293.0,644.0,39.0,1.0
HD현대마린솔루션,20260310,166400.0,-5742.0,-3366.0,74.0,4.0
HD현대마린솔루션,20260309,169100.0,4530.0,-1369.0,687.0,7.0
HD현대마린솔루션,20260306,169000.0,2512.0,-5595.0,-66.0,38.0
HD현대마린솔루션,20260305,173100.0,10934.0,-3741.0,-336.0,-93.0
HD현대마린솔루션,20260304,159100.0,-1475.0,-4402.0,-588.0,91.0
HD현대마린솔루션,20260303,182000.0,15942.0,-6783.0,-140.0,-2580.0
HD현대마린솔루션,20260227,184300.0,4948.0,-2633.0,-318.0,-10.0
HD현대마린솔루션,20260226,183700.0,2409.0,-1248.0,-2505.0,33.0
HD현대마린솔루션,20260225,186800.0,-1879.0,3744.0,46.0,63.0
HD현대마린솔루션,20260224,182600.0,-7792.0,-153.0,-53.0,-74.0
아모레퍼시픽,20260324,135700.0,-2274.0,-16.0,138.0,-2456.0
아모레퍼시픽,20260323,136000.0,4774.0,480.0,659.0,266.0
아모레퍼시픽,20260320,140800.0,7910.0,1032.0,931.0,1688.0
아모레퍼시픽,20260319,134700.0,-1261.0,2661.0,17.0,-21.0
아모레퍼시픽,20260318,135600.0,-4561.0,1043.0,384.0,-164.0
아모레퍼시픽,20260317,132700.0,562.0,3096.0,53.0,453.0
아모레퍼시픽,20260316,128300.0,-3771.0,929.0,-307.0,-941.0
아모레퍼시픽,20260313,131000.0,3316.0,461.0,-480.0,181.0
아모레퍼시픽,20260312,130400.0,-3818.0,-1135.0,5236.0,105.0
아모레퍼시픽,20260311,130900.0,-286.0,-145.0,1187.0,339.0
아모레퍼시픽,20260310,129200.0,-4586.0,-4501.0,3110.0,-242.0
아모레퍼시픽,20260309,128100.0,1398.0,3588.0,1239.0,1032.0
아모레퍼시픽,20260306,131600.0,1725.0,-1477.0,141.0,-24.0
아모레퍼시픽,20260305,130200.0,-1508.0,750.0,-1063.0,-1421.0
아모레퍼시픽,20260304,125400.0,-5355.0,5785.0,2221.0,66.0
아모레퍼시픽,20260303,138600.0,1345.0,1668.0,3805.0,147.0
아모레퍼시픽,20260227,151400.0,7344.0,-3834.0,3974.0,364.0
아모레퍼시픽,20260226,156600.0,5737.0,-1458.0,2177.0,-1001.0
아모레퍼시픽,20260225,157000.0,4947.0,-5418.0,1932.0,1021.0
아모레퍼시픽,20260224,157700.0,1087.0,122.0,589.0,874.0
TIGER 미국나스닥100,20260324,159815.0,4133.0,0.0,-2394.0,-2.0
TIGER 미국나스닥100,20260323,159400.0,-519.0,0.0,-1620.0,-1587.0
TIGER 미국나스닥100,20260320,161845.0,7710.0,0.0,3.0,-2994.0
TIGER 미국나스닥100,20260319,162155.0,-3315.0,0.0,-5964.0,3.0
TIGER 미국나스닥100,20260318,164055.0,8656.0,0.0,0.0,1.0
TIGER 미국나스닥100,20260317,162355.0,-4435.0,0.0,0.0,-1.0
TIGER 미국나스닥100,20260316,162725.0,7592.0,0.0,1248.0,0.0
TIGER 미국나스닥100,20260313,162390.0,10733.0,0.0,10.0,0.0
TIGER 미국나스닥100,20260312,162525.0,851.0,0.0,546.0,1.0
TIGER 미국나스닥100,20260311,162465.0,-1460.0,0.0,0.0,5.0
TIGER 미국나스닥100,20260310,162370.0,-11162.0,0.0,1121.0,-2.0
TIGER 미국나스닥100,20260309,160670.0,12512.0,0.0,0.0,-1.0
TIGER 미국나스닥100,20260306,164020.0,11675.0,0.0,1931.0,1092.0
TIGER 미국나스닥100,20260305,162440.0,13423.0,0.0,720.0,0.0
TIGER 미국나스닥100,20260304,160220.0,18376.0,0.0,-289.0,-6.0
TIGER 미국나스닥100,20260303,160685.0,34045.0,0.0,352.0,-4.0
TIGER 미국나스닥100,20260227,159050.0,6146.0,0.0,-739.0,-511.0
TIGER 미국나스닥100,20260226,159610.0,11510.0,0.0,-362.0,4.0
TIGER 미국나스닥100,20260225,158255.0,1413.0,0.0,-795.0,3.0
TIGER 미국나스닥100,20260224,158315.0,10792.0,0.0,-143.0,1.0
KODEX 미국S&P500,20260324,22270.0,1615.0,0.0,48.0,98.0
KODEX 미국S&P500,20260323,22260.0,968.0,2900.0,9.0,0.0
KODEX 미국S&P500,20260320,22505.0,498.0,703.0,0.0,0.0
KODEX 미국S&P500,20260319,22530.0,-5024.0,0.0,19.0,0.0
KODEX 미국S&P500,20260318,22720.0,5022.0,1201.0,60.0,455.0
KODEX 미국S&P500,20260317,22590.0,1225.0,0.0,96.0,0.0
KODEX 미국S&P500,20260316,22650.0,607.0,0.0,-5869.0,0.0
KODEX 미국S&P500,20260313,22625.0,-2097.0,0.0,0.0,0.0
KODEX 미국S&P500,20260312,22575.0,4090.0,0.0,340.0,0.0
KODEX 미국S&P500,20260311,22610.0,187.0,0.0,0.0,0.0
KODEX 미국S&P500,20260310,22620.0,81.0,0.0,21.0,0.0
KODEX 미국S&P500,20260309,22495.0,-498.0,0.0,47.0,-1118.0
KODEX 미국S&P500,20260306,22885.0,-1057.0,0.0,-7.0,984.0
KODEX 미국S&P500,20260305,22785.0,-3077.0,9112.0,8313.0,0.0
KODEX 미국S&P500,20260304,22675.0,-596.0,29568.0,-665.0,0.0
KODEX 미국S&P500,20260303,22640.0,2904.0,0.0,-1975.0,-180.0
KODEX 미국S&P500,20260227,22445.0,-3551.0,0.0,17.0,0.0
KODEX 미국S&P500,20260226,22415.0,918.0,17931.0,1686.0,0.0
KODEX 미국S&P500,20260225,22335.0,1181.0,0.0,774.0,0.0
KODEX 미국S&P500,20260224,22405.0,-1788.0,0.0,90.0,0.0
코오롱티슈진,20260324,93000.0,217.0,-925.0,-157.0,-218.0
코오롱티슈진,20260323,90100.0,-5563.0,0.0,-1202.0,-368.0
코오롱티슈진,20260320,98200.0,1945.0,-1963.0,259.0,307.0
코오롱티슈진,20260319,97200.0,-8404.0,-1946.0,-39.0,-632.0
코오롱티슈진,20260318,100700.0,-2897.0,0.0,-258.0,-365.0
코오롱티슈진,20260317,102000.0,4604.0,0.0,1463.0,317.0
코오롱티슈진,20260316,103400.0,-415.0,0.0,368.0,-98.0
코오롱티슈진,20260313,103200.0,5679.0,0.0,19.0,31.0
코오롱티슈진,20260312,101000.0,-1002.0,0.0,272.0,400.0
코오롱티슈진,20260311,98800.0,-15129.0,-37.0,-368.0,-909.0
코오롱티슈진,20260310,101400.0,-14895.0,19.0,-378.0,-569.0
코오롱티슈진,20260309,103600.0,-34221.0,2.0,504.0,-764.0
코오롱티슈진,20260306,113000.0,10858.0,21.0,2468.0,-1066.0
코오롱티슈진,20260305,102300.0,12207.0,2457.0,348.0,-2385.0
코오롱티슈진,20260304,91100.0,1574.0,3153.0,617.0,-529.0
코오롱티슈진,20260303,105100.0,8030.0,2.0,1262.0,234.0
코오롱티슈진,20260227,107000.0,3102.0,338.0,720.0,-1483.0
코오롱티슈진,20260226,105000.0,26590.0,362.0,-545.0,3829.0
코오롱티슈진,20260225,95000.0,1041.0,0.0,-23.0,-94.0
코오롱티슈진,20260224,96300.0,-9041.0,0.0,-577.0,311.0
한화솔루션,20260324,45000.0,238.0,-852.0,-4122.0,-4906.0
한화솔루션,20260323,46500.0,-42247.0,2145.0,-807.0,-5894.0
한화솔루션,20260320,51700.0,19343.0,8279.0,6203.0,2884.0
한화솔루션,20260319,49750.0,-18326.0,-762.0,2289.0,1364.0
한화솔루션,20260318,50800.0,5126.0,7703.0,-294.0,3223.0
한화솔루션,20260317,49450.0,33377.0,3515.0,2528.0,-823.0
한화솔루션,20260316,46050.0,7382.0,-723.0,-6039.0,-2556.0
한화솔루션,20260313,48700.0,-28584.0,3434.0,-4986.0,-7265.0
한화솔루션,20260312,53000.0,-3392.0,5007.0,3797.0,-2859.0
한화솔루션,20260311,51400.0,32321.0,447.0,1973.0,465.0
한화솔루션,20260310,50500.0,-7159.0,10804.0,-22.0,1299.0
한화솔루션,20260309,50500.0,-26351.0,6446.0,4261.0,4486.0
한화솔루션,20260306,51800.0,-51088.0,4495.0,2143.0,4214.0
한화솔루션,20260305,44400.0,1256.0,1258.0,-779.0,-1605.0
한화솔루션,20260304,39950.0,59238.0,-3205.0,-4967.0,-6258.0
한화솔루션,20260303,48350.0,8539.0,2450.0,-1261.0,-2404.0
한화솔루션,20260227,53000.0,-10727.0,-2359.0,3055.0,3300.0
한화솔루션,20260226,51100.0,11638.0,-4690.0,-1533.0,-7929.0
한화솔루션,20260225,51600.0,-11937.0,2068.0,-2580.0,4717.0
한화솔루션,20260224,50900.0,1738.0,-2618.0,-5011.0,-7186.0
펩트론,20260324,327000.0,-27844.0,-976.0,1016.0,-3834.0
펩트론,20260323,346000.0,-15255.0,1726.0,68.0,-753.0
펩트론,20260320,346000.0,17122.0,663.0,-4445.0,1655.0
펩트론,20260319,317500.0,-5470.0,163.0,-1598.0,-243.0
펩트론,20260318,328000.0,10709.0,2973.0,-598.0,-77.0
펩트론,20260317,311000.0,1219.0,219.0,2423.0,662.0
펩트론,20260316,316500.0,10671.0,762.0,7931.0,-420.0
펩트론,20260313,298000.0,1855.0,1272.0,1365.0,265.0
펩트론,20260312,289500.0,-9034.0,1376.0,-6401.0,-2741.0
펩트론,20260311,302000.0,21579.0,1897.0,4553.0,9070.0
펩트론,20260310,289000.0,-24477.0,2067.0,7387.0,1457.0
펩트론,20260309,285000.0,22451.0,3015.0,4115.0,-1757.0
펩트론,20260306,263000.0,-2752.0,1568.0,-840.0,1115.0
펩트론,20260305,260500.0,6064.0,5147.0,4175.0,-608.0
펩트론,20260304,220000.0,3126.0,-159.0,415.0,43.0
펩트론,20260303,258500.0,1486.0,-111.0,-1530.0,-1879.0
펩트론,20260227,285000.0,-955.0,-328.0,-1015.0,-659.0
펩트론,20260226,286500.0,-4096.0,-289.0,-860.0,1649.0
펩트론,20260225,281500.0,13008.0,-187.0,719.0,-911.0
펩트론,20260224,271500.0,-5591.0,-18.0,1300.0,-352.0
유한양행,20260324,95600.0,4098.0,454.0,-635.0,-102.0
유한양행,20260323,93500.0,-7254.0,-1820.0,-268.0,-280.0
유한양행,20260320,100300.0,7537.0,-2501.0,-615.0,-2465.0
유한양행,20260319,98700.0,5344.0,234.0,66.0,-7480.0
유한양행,20260318,100200.0,2164.0,-2624.0,-717.0,-161.0
유한양행,20260317,99500.0,6911.0,748.0,321.0,-27.0
유한양행,20260316,97400.0,1376.0,-2649.0,41.0,-134.0
유한양행,20260313,99300.0,2239.0,791.0,913.0,-242.0
유한양행,20260312,99900.0,-20634.0,-3112.0,-1438.0,-32.0
유한양행,20260311,98500.0,2259.0,-2691.0,-35.0,5.0
유한양행,20260310,98500.0,3843.0,-1104.0,-56.0,-223.0
유한양행,20260309,96400.0,9432.0,-154.0,-349.0,-409.0
유한양행,20260306,99300.0,5737.0,-302.0,-75.0,0.0
유한양행,20260305,98800.0,11129.0,-58.0,-328.0,-68.0
유한양행,20260304,92400.0,-2834.0,-39.0,-298.0,18.0
유한양행,20260303,106500.0,8043.0,52.0,-188.0,-15.0
유한양행,20260227,110200.0,8288.0,-994.0,-23.0,8.0
유한양행,20260226,110900.0,11357.0,-2761.0,-151.0,-2555.0
유한양행,20260225,113100.0,1241.0,1584.0,5.0,59.0
유한양행,20260224,113600.0,8687.0,-6952.0,-1310.0,71.0
리가켐바이오,20260324,204000.0,-766.0,2492.0,5003.0,4082.0
리가켐바이오,20260323,191700.0,-6326.0,3439.0,120.0,-22.0
리가켐바이오,20260320,213000.0,-5840.0,1564.0,8033.0,3410.0
리가켐바이오,20260319,199900.0,3206.0,1180.0,1012.0,-806.0
리가켐바이오,20260318,211000.0,-17551.0,-184.0,8414.0,10684.0
리가켐바이오,20260317,210000.0,-6938.0,3826.0,10929.0,4705.0
리가켐바이오,20260316,201000.0,-13647.0,-1254.0,5686.0,523.0
리가켐바이오,20260313,201000.0,24524.0,8064.0,20152.0,-265.0
리가켐바이오,20260312,183700.0,14200.0,2954.0,1134.0,1063.0
리가켐바이오,20260311,179600.0,2858.0,2430.0,382.0,1405.0
리가켐바이오,20260310,180500.0,-24670.0,805.0,913.0,1538.0
리가켐바이오,20260309,190300.0,-504.0,4197.0,1441.0,-1044.0
리가켐바이오,20260306,199200.0,-4322.0,10157.0,1420.0,183.0
리가켐바이오,20260305,190000.0,9685.0,2370.0,4448.0,1801.0
리가켐바이오,20260304,161900.0,-3592.0,-325.0,-83.0,1914.0
리가켐바이오,20260303,192300.0,27828.0,732.0,5599.0,5549.0
리가켐바이오,20260227,191700.0,-1802.0,-563.0,-62.0,1186.0
리가켐바이오,20260226,187300.0,4366.0,-3069.0,-3670.0,-390.0
리가켐바이오,20260225,184400.0,-1113.0,-2842.0,-1032.0,1217.0
리가켐바이오,20260224,183100.0,-12633.0,-1706.0,407.0,1811.0
KODEX 머니마켓액티브,20260324,103890.0,248.0,0.0,0.0,0.0
KODEX 머니마켓액티브,20260323,103880.0,-240.0,0.0,0.0,-3263.0
KODEX 머니마켓액티브,20260320,103875.0,-101.0,0.0,0.0,-317.0
KODEX 머니마켓액티브,20260319,103845.0,11.0,0.0,-110.0,-205.0
KODEX 머니마켓액티브,20260318,103835.0,-202.0,0.0,0.0,1069.0
KODEX 머니마켓액티브,20260317,103830.0,415.0,0.0,29.0,4.0
KODEX 머니마켓액티브,20260316,103820.0,207.0,0.0,-1557.0,-13.0
KODEX 머니마켓액티브,20260313,103810.0,-233.0,0.0,4560.0,-5735.0
KODEX 머니마켓액티브,20260312,103785.0,189.0,0.0,-203.0,0.0
KODEX 머니마켓액티브,20260311,103775.0,-74.0,0.0,0.0,-27.0
KODEX 머니마켓액티브,20260310,103765.0,437.0,0.0,-1.0,7743.0
KODEX 머니마켓액티브,20260309,103755.0,106.0,0.0,-15.0,-252.0
KODEX 머니마켓액티브,20260306,103745.0,887.0,0.0,0.0,-1637.0
KODEX 머니마켓액티브,20260305,103720.0,1173.0,0.0,0.0,1869.0
KODEX 머니마켓액티브,20260304,103705.0,-207.0,0.0,-22.0,0.0
KODEX 머니마켓액티브,20260303,103705.0,-91.0,0.0,1152.0,378.0
KODEX 머니마켓액티브,20260227,103695.0,-1599.0,0.0,-829.0,3526.0
KODEX 머니마켓액티브,20260226,103660.0,-815.0,0.0,-25.0,-430.0
KODEX 머니마켓액티브,20260225,103650.0,98.0,0.0,-97.0,0.0
KODEX 머니마켓액티브,20260224,103640.0,-117.0,0.0,-19.0,0.0
SK바이오팜,20260324,95000.0,2924.0,405.0,27.0,384.0
SK바이오팜,20260323,91200.0,-6555.0,-777.0,-609.0,-191.0
SK바이오팜,20260320,98600.0,1161.0,-782.0,-35.0,8.0
SK바이오팜,20260319,97500.0,-3765.0,-1868.0,13.0,-30.0
SK바이오팜,20260318,98800.0,-1896.0,-4409.0,-100.0,2.0
SK바이오팜,20260317,98900.0,3533.0,-366.0,576.0,106.0
SK바이오팜,20260316,95600.0,-1117.0,-494.0,529.0,-1052.0
SK바이오팜,20260313,97800.0,771.0,-1488.0,247.0,-214.0
SK바이오팜,20260312,98400.0,-5841.0,-1467.0,-407.0,-3.0
SK바이오팜,20260311,98700.0,-1850.0,-4519.0,-916.0,-67.0
SK바이오팜,20260310,99900.0,2882.0,-3096.0,-86.0,-646.0
SK바이오팜,20260309,98100.0,829.0,-3535.0,-67.0,-58.0
SK바이오팜,20260306,102900.0,-26.0,-2780.0,-739.0,-826.0
SK바이오팜,20260305,106600.0,8499.0,-1811.0,-148.0,-449.0
SK바이오팜,20260304,97500.0,6233.0,-1514.0,-190.0,-18.0
SK바이오팜,20260303,110200.0,-4831.0,-2036.0,-1492.0,12.0
SK바이오팜,20260227,119800.0,10754.0,-1745.0,324.0,905.0
SK바이오팜,20260226,117700.0,1676.0,-450.0,-106.0,-55.0
SK바이오팜,20260225,117700.0,-1791.0,-287.0,-255.0,31.0
SK바이오팜,20260224,118500.0,-10626.0,-399.0,-206.0,71.0
TIGER 200,20260324,83460.0,-7011.0,-704.0,30694.0,-3352.0
TIGER 200,20260323,81070.0,-5445.0,8253.0,22262.0,26120.0
TIGER 200,20260320,86610.0,-2682.0,0.0,10126.0,6560.0
TIGER 200,20260319,86685.0,204.0,-154.0,-40624.0,-5617.0
TIGER 200,20260318,89390.0,3251.0,319.0,18493.0,-4878.0
TIGER 200,20260317,84610.0,-252.0,-915.0,5772.0,4270.0
TIGER 200,20260316,82980.0,-2539.0,-884.0,-5930.0,8326.0
TIGER 200,20260313,81615.0,-12549.0,2030.0,-748.0,24173.0
TIGER 200,20260312,82860.0,6167.0,-407.0,-16485.0,260.0
TIGER 200,20260311,83805.0,6293.0,-1673.0,-36329.0,-301.0
TIGER 200,20260310,82865.0,5887.0,-698.0,26074.0,-405.0
TIGER 200,20260309,78105.0,-28310.0,4487.0,-18973.0,15421.0
TIGER 200,20260306,83450.0,5205.0,20.0,16110.0,-1614.0
TIGER 200,20260305,83600.0,-11269.0,-1061.0,38848.0,-4703.0
TIGER 200,20260304,75855.0,1334.0,12178.0,10116.0,-719.0
TIGER 200,20260303,86600.0,-1780.0,291.0,-17416.0,-36823.0
TIGER 200,20260227,94045.0,-12226.0,-680.0,-236.0,2560.0
TIGER 200,20260226,94970.0,6623.0,275.0,-909.0,-14601.0
TIGER 200,20260225,90840.0,740.0,12.0,-5393.0,-9543.0
TIGER 200,20260224,89030.0,6641.0,-783.0,29307.0,-29502.0
카카오페이,20260324,53900.0,-15232.0,-1991.0,-1362.0,-398.0
카카오페이,20260323,59500.0,-3078.0,4010.0,741.0,-52.0
카카오페이,20260320,64300.0,9594.0,3871.0,1025.0,305.0
카카오페이,20260319,60200.0,3012.0,-801.0,408.0,-11.0
카카오페이,20260318,61000.0,-313.0,3507.0,166.0,110.0
카카오페이,20260317,60100.0,8611.0,2166.0,190.0,-103.0
카카오페이,20260316,57500.0,1267.0,-729.0,-555.0,-136.0
카카오페이,20260313,58200.0,-829.0,1220.0,-821.0,-71.0
카카오페이,20260312,59000.0,-2714.0,-2571.0,-77.0,-102.0
카카오페이,20260311,60300.0,3928.0,-845.0,258.0,-11.0
카카오페이,20260310,59200.0,-5544.0,-1472.0,30.0,-409.0
카카오페이,20260309,59000.0,941.0,784.0,-1335.0,-692.0
카카오페이,20260306,61600.0,1905.0,3841.0,624.0,225.0
카카오페이,20260305,59300.0,4792.0,452.0,1579.0,-1204.0
카카오페이,20260304,52300.0,8488.0,537.0,-1291.0,-8.0
카카오페이,20260303,62400.0,8412.0,337.0,-87.0,1048.0
카카오페이,20260227,66900.0,-7123.0,2217.0,-164.0,-185.0
카카오페이,20260226,68300.0,20315.0,4415.0,2035.0,64.0
카카오페이,20260225,64100.0,-4180.0,-179.0,-508.0,-1361.0
카카오페이,20260224,66400.0,-2221.0,-849.0,-4.0,-2.0
KODEX 코스닥150,20260324,19410.0,-15737.0,55.0,121536.0,-2170.0
KODEX 코스닥150,20260323,19010.0,-1668.0,0.0,-198340.0,1483.0
KODEX 코스닥150,20260320,20090.0,-1475.0,0.0,-4142.0,858.0
KODEX 코스닥150,20260319,19785.0,2561.0,82.0,-141467.0,92.0
KODEX 코스닥150,20260318,20205.0,912.0,33.0,-134385.0,895.0
KODEX 코스닥150,20260317,19650.0,-10663.0,0.0,41817.0,-1607.0
KODEX 코스닥150,20260316,19640.0,120.0,76.0,55523.0,2751.0
KODEX 코스닥150,20260313,19925.0,-1646.0,0.0,-114840.0,-1827.0
KODEX 코스닥150,20260312,19775.0,5292.0,43.0,-157868.0,-674.0
KODEX 코스닥150,20260311,19680.0,3917.0,-736.0,-129192.0,-10077.0
KODEX 코스닥150,20260310,20080.0,-4954.0,-254.0,66232.0,-3326.0
KODEX 코스닥150,20260309,19810.0,-9981.0,12122.0,-247837.0,-4571.0
KODEX 코스닥150,20260306,20530.0,9548.0,41.0,-18737.0,1442.0
KODEX 코스닥150,20260305,19575.0,-16037.0,0.0,950545.0,-6208.0
KODEX 코스닥150,20260304,17060.0,371.0,7967.0,-174089.0,7760.0
KODEX 코스닥150,20260303,20000.0,12857.0,246.0,-16613.0,5049.0
KODEX 코스닥150,20260227,21100.0,7286.0,0.0,-86223.0,2965.0
KODEX 코스닥150,20260226,21015.0,-13387.0,0.0,-14755.0,-317.0
KODEX 코스닥150,20260225,20160.0,12938.0,-220.0,-128266.0,3976.0
KODEX 코스닥150,20260224,20145.0,-3514.0,0.0,78994.0,166.0
한국타이어앤테크놀로지,20260324,56000.0,-3059.0,1074.0,-2.0,-6.0
한국타이어앤테크놀로지,20260323,54200.0,-2.0,568.0,-171.0,-193.0
한국타이어앤테크놀로지,20260320,57400.0,48.0,-222.0,80.0,-284.0
한국타이어앤테크놀로지,20260319,57000.0,551.0,30.0,458.0,-224.0
한국타이어앤테크놀로지,20260318,57900.0,-3421.0,-1369.0,15.0,-122.0
한국타이어앤테크놀로지,20260317,56300.0,493.0,62.0,-74.0,141.0
한국타이어앤테크놀로지,20260316,54000.0,-928.0,-1061.0,-609.0,-328.0
한국타이어앤테크놀로지,20260313,55300.0,-4150.0,-1443.0,-5.0,-126.0
한국타이어앤테크놀로지,20260312,57600.0,-4644.0,-102.0,2222.0,-367.0
한국타이어앤테크놀로지,20260311,59000.0,-4450.0,-179.0,-249.0,-906.0
한국타이어앤테크놀로지,20260310,59100.0,1150.0,-2960.0,-418.0,-138.0
한국타이어앤테크놀로지,20260309,57000.0,5314.0,-3457.0,-989.0,277.0
한국타이어앤테크놀로지,20260306,59300.0,7806.0,-3907.0,-7519.0,-1116.0
한국타이어앤테크놀로지,20260305,61700.0,4465.0,-213.0,-3002.0,-819.0
한국타이어앤테크놀로지,20260304,58200.0,12795.0,-2353.0,-8999.0,-939.0
한국타이어앤테크놀로지,20260303,66800.0,3471.0,-344.0,-6263.0,-921.0
한국타이어앤테크놀로지,20260227,72900.0,1184.0,151.0,-758.0,-200.0
한국타이어앤테크놀로지,20260226,75900.0,3831.0,386.0,-2504.0,52.0
한국타이어앤테크놀로지,20260225,74300.0,-1757.0,2173.0,-150.0,35.0
한국타이어앤테크놀로지,20260224,75100.0,8.0,1725.0,-378.0,92.0
LG이노텍,20260324,292000.0,-6311.0,1187.0,2716.0,766.0
LG이노텍,20260323,290000.0,4221.0,9073.0,4938.0,1121.0
LG이노텍,20260320,296000.0,7867.0,6964.0,739.0,-802.0
LG이노텍,20260319,286000.0,11607.0,6192.0,445.0,-992.0
LG이노텍,20260318,268500.0,6846.0,-1940.0,-358.0,-245.0
LG이노텍,20260317,255500.0,-3518.0,-1696.0,-505.0,-987.0
LG이노텍,20260316,254000.0,2195.0,1933.0,-128.0,-578.0
LG이노텍,20260313,250000.0,-4139.0,-4435.0,479.0,967.0
LG이노텍,20260312,254000.0,-1552.0,-16957.0,-275.0,-262.0
LG이노텍,20260311,261000.0,109.0,-3828.0,120.0,450.0
LG이노텍,20260310,258000.0,-168.0,-6607.0,-388.0,-37.0
LG이노텍,20260309,250500.0,2579.0,-3198.0,-453.0,1396.0
LG이노텍,20260306,270000.0,-2866.0,2878.0,99.0,1917.0
LG이노텍,20260305,263500.0,-6579.0,-279.0,563.0,-2588.0
LG이노텍,20260304,246000.0,13504.0,-3991.0,-1082.0,3287.0
LG이노텍,20260303,285000.0,2011.0,-133.0,-1365.0,-2091.0
LG이노텍,20260227,319000.0,-35066.0,-2343.0,-1659.0,-1070.0
LG이노텍,20260226,345000.0,84181.0,4509.0,1687.0,11217.0
LG이노텍,20260225,287500.0,18495.0,5944.0,1636.0,523.0
LG이노텍,20260224,276500.0,12487.0,626.0,-4.0,-1660.0
삼성카드,20260324,59200.0,-4921.0,-6.0,-123.0,-1191.0
삼성카드,20260323,59000.0,-797.0,1.0,-176.0,-1241.0
삼성카드,20260320,59700.0,-296.0,1.0,-16.0,-1717.0
삼성카드,20260319,59800.0,303.0,0.0,72.0,-1401.0
삼성카드,20260318,60100.0,-1110.0,354.0,-153.0,-1616.0
삼성카드,20260317,58600.0,38.0,-251.0,-204.0,-1019.0
삼성카드,20260316,58200.0,164.0,644.0,-417.0,-1137.0
삼성카드,20260313,59100.0,-2897.0,374.0,-135.0,-979.0
삼성카드,20260312,60700.0,-1637.0,159.0,1657.0,-1014.0
삼성카드,20260311,59500.0,-15.0,396.0,-26.0,-1509.0
삼성카드,20260310,58800.0,-1812.0,18.0,-242.0,-1630.0
삼성카드,20260309,58200.0,243.0,-7.0,-50.0,-639.0
삼성카드,20260306,59300.0,-65.0,-481.0,-13.0,-24.0
삼성카드,20260305,59500.0,-628.0,-311.0,-123.0,-1282.0
삼성카드,20260304,57300.0,-2462.0,-212.0,-214.0,-101.0
삼성카드,20260303,61900.0,697.0,-52.0,847.0,-966.0
삼성카드,20260227,63000.0,492.0,-270.0,-206.0,-1255.0
삼성카드,20260226,63100.0,-637.0,878.0,-67.0,-1238.0
삼성카드,20260225,63400.0,-1431.0,-212.0,-569.0,-1568.0
삼성카드,20260224,64000.0,-1403.0,-6.0,-77.0,-1392.0
대우건설,20260324,16400.0,-3817.0,-7248.0,-12171.0,-5454.0
대우건설,20260323,17060.0,-69675.0,596.0,-5836.0,-7567.0
대우건설,20260320,19110.0,20615.0,-1894.0,-4269.0,-5845.0
대우건설,20260319,16170.0,-43798.0,4065.0,-17941.0,-2425.0
